"","region","year","gdp","continent"
"1","Afghanistan",2002,1189.78466765718,"Asia"
"2","Afghanistan",2003,1235.81006329565,"Asia"
"3","Afghanistan",2004,1200.27801321734,"Asia"
"4","Afghanistan",2005,1286.79365893927,"Asia"
"5","Afghanistan",2006,1315.78911741835,"Asia"
"6","Afghanistan",2007,1460.8257513794,"Asia"
"7","Afghanistan",2008,1484.11446132539,"Asia"
"8","Afghanistan",2009,1758.90447663765,"Asia"
"9","Afghanistan",2010,1957.02906990812,"Asia"
"10","Afghanistan",2011,1904.55992565594,"Asia"
"11","Afghanistan",2012,2075.49161435331,"Asia"
"12","Afghanistan",2013,2116.46525771251,"Asia"
"13","Afghanistan",2014,2102.38460375974,"Asia"
"14","Afghanistan",2015,2068.26590413364,"Asia"
"15","Afghanistan",2016,2057.06797755329,"Asia"
"16","Afghanistan",2017,2058.4002210698,"Asia"
"17","Afghanistan",2018,2033.80438893717,"Asia"
"18","Afghanistan",2019,2065.03623501599,"Asia"
"19","Afghanistan",2020,1978.96157872183,"Asia"
"20","Albania",1990,4827.31848375491,"Europe"
"21","Albania",1991,3496.58024610028,"Europe"
"22","Albania",1992,3265.01742857304,"Europe"
"23","Albania",1993,3599.02705819638,"Europe"
"24","Albania",1994,3921.85120713086,"Europe"
"25","Albania",1995,4471.87106998715,"Europe"
"26","Albania",1996,4909.22810492363,"Europe"
"27","Albania",1997,4400.57782736551,"Europe"
"28","Albania",1998,4819.38753360483,"Europe"
"29","Albania",1999,5475.16913542593,"Europe"
"30","Albania",2000,5893.13623256329,"Europe"
"31","Albania",2001,6441.85345238676,"Europe"
"32","Albania",2002,6754.53600301332,"Europe"
"33","Albania",2003,7154.78482512179,"Europe"
"34","Albania",2004,7580.62909108667,"Europe"
"35","Albania",2005,8040.87871678112,"Europe"
"36","Albania",2006,8569.19111251045,"Europe"
"37","Albania",2007,9150.51874704368,"Europe"
"38","Albania",2008,9912.57724242974,"Europe"
"39","Albania",2009,10313.926441304,"Europe"
"40","Albania",2010,10749.4874481658,"Europe"
"41","Albania",2011,11052.7904635136,"Europe"
"42","Albania",2012,11227.9944871972,"Europe"
"43","Albania",2013,11361.2936763788,"Europe"
"44","Albania",2014,11586.8637666424,"Europe"
"45","Albania",2015,11878.4880933446,"Europe"
"46","Albania",2016,12291.8733773928,"Europe"
"47","Albania",2017,12770.9750370811,"Europe"
"48","Albania",2018,13323.7533559132,"Europe"
"49","Albania",2019,13671.4884222978,"Europe"
"50","Albania",2020,13295.4108845409,"Europe"
"51","Algeria",1990,8746.35188227883,"Africa"
"52","Algeria",1991,8431.38854129605,"Africa"
"53","Algeria",1992,8383.76900709815,"Africa"
"54","Algeria",1993,8027.37610689754,"Africa"
"55","Algeria",1994,7792.0843535331,"Africa"
"56","Algeria",1995,7935.17901354383,"Africa"
"57","Algeria",1996,8116.9599471048,"Africa"
"58","Algeria",1997,8074.75968137775,"Africa"
"59","Algeria",1998,8360.15144618748,"Africa"
"60","Algeria",1999,8506.34567872554,"Africa"
"61","Algeria",2000,8710.45514928455,"Africa"
"62","Algeria",2001,8855.02018576846,"Africa"
"63","Algeria",2002,9232.42752284659,"Africa"
"64","Algeria",2003,9771.68485621459,"Africa"
"65","Algeria",2004,10058.4390154947,"Africa"
"66","Algeria",2005,10504.8584676293,"Africa"
"67","Algeria",2006,10527.4220783457,"Africa"
"68","Algeria",2007,10717.7844636359,"Africa"
"69","Algeria",2008,10796.9025638468,"Africa"
"70","Algeria",2009,10782.3610927014,"Africa"
"71","Algeria",2010,10970.7063686682,"Africa"
"72","Algeria",2011,11078.2423287826,"Africa"
"73","Algeria",2012,11233.53132033,"Africa"
"74","Algeria",2013,11319.0970588002,"Africa"
"75","Algeria",2014,11512.7051094875,"Africa"
"76","Algeria",2015,11696.9652290603,"Africa"
"77","Algeria",2016,11826.1664161029,"Africa"
"78","Algeria",2017,11737.4161588301,"Africa"
"79","Algeria",2018,11642.1983450506,"Africa"
"80","Algeria",2019,11510.5570882585,"Africa"
"81","Algeria",2020,10681.6792969827,"Africa"
"82","Angola",1990,5783.42955231631,"Africa"
"83","Angola",1991,5649.78212964561,"Africa"
"84","Angola",1992,5148.25485731592,"Africa"
"85","Angola",1993,3788.5095556555,"Africa"
"86","Angola",1994,3717.36522903903,"Africa"
"87","Angola",1995,4139.64076955341,"Africa"
"88","Angola",1996,4551.6503810052,"Africa"
"89","Angola",1997,4728.1569239722,"Africa"
"90","Angola",1998,4792.68416271916,"Africa"
"91","Angola",1999,4740.66923573176,"Africa"
"92","Angola",2000,4727.96631394756,"Africa"
"93","Angola",2001,4766.83673589953,"Africa"
"94","Angola",2002,5240.8394329332,"Africa"
"95","Angola",2003,5218.20771212651,"Africa"
"96","Angola",2004,5593.24362419081,"Africa"
"97","Angola",2005,6210.2221878264,"Africa"
"98","Angola",2006,6681.10102767941,"Africa"
"99","Angola",2007,7341.86519904765,"Africa"
"100","Angola",2008,7864.37457862612,"Africa"
"101","Angola",2009,7643.49578596548,"Africa"
"102","Angola",2010,7692.43428623311,"Africa"
"103","Angola",2011,7675.44608452759,"Africa"
"104","Angola",2012,8036.69240208792,"Africa"
"105","Angola",2013,8140.52597328045,"Africa"
"106","Angola",2014,8239.8306720725,"Africa"
"107","Angola",2015,8036.41089824639,"Africa"
"108","Angola",2016,7568.99816818809,"Africa"
"109","Angola",2017,7310.89658895511,"Africa"
"110","Angola",2018,6933.49993413352,"Africa"
"111","Angola",2019,6670.33145836633,"Africa"
"112","Angola",2020,6198.08384070806,"Africa"
"113","Antigua and Barbuda",1990,15458.4571892781,"North America"
"114","Antigua and Barbuda",1991,15588.0229589094,"North America"
"115","Antigua and Barbuda",1992,15500.4918378665,"North America"
"116","Antigua and Barbuda",1993,15991.9107140353,"North America"
"117","Antigua and Barbuda",1994,16698.1471572791,"North America"
"118","Antigua and Barbuda",1995,15628.0850109655,"North America"
"119","Antigua and Barbuda",1996,16303.1762779464,"North America"
"120","Antigua and Barbuda",1997,16828.0909380957,"North America"
"121","Antigua and Barbuda",1998,17260.3015741427,"North America"
"122","Antigua and Barbuda",1999,17551.4667690828,"North America"
"123","Antigua and Barbuda",2000,18313.3497055005,"North America"
"124","Antigua and Barbuda",2001,17207.6512135618,"North America"
"125","Antigua and Barbuda",2002,17143.3260283248,"North America"
"126","Antigua and Barbuda",2003,17952.7791441441,"North America"
"127","Antigua and Barbuda",2004,18743.286854691,"North America"
"128","Antigua and Barbuda",2005,19683.5410828179,"North America"
"129","Antigua and Barbuda",2006,21848.8881268378,"North America"
"130","Antigua and Barbuda",2007,23510.7076526761,"North America"
"131","Antigua and Barbuda",2008,23131.577653176,"North America"
"132","Antigua and Barbuda",2009,20047.716006336,"North America"
"133","Antigua and Barbuda",2010,18205.7385326292,"North America"
"134","Antigua and Barbuda",2011,17605.1701396079,"North America"
"135","Antigua and Barbuda",2012,17966.0643624765,"North America"
"136","Antigua and Barbuda",2013,17642.860867551,"North America"
"137","Antigua and Barbuda",2014,18104.4073367164,"North America"
"138","Antigua and Barbuda",2015,18594.2616238259,"North America"
"139","Antigua and Barbuda",2016,19419.58079882,"North America"
"140","Antigua and Barbuda",2017,19840.2840357026,"North America"
"141","Antigua and Barbuda",2018,21030.3950717884,"North America"
"142","Antigua and Barbuda",2019,21548.7250080262,"North America"
"143","Antigua and Barbuda",2020,17956.315715683,"North America"
"144","Argentina",1990,14144.763670185,"South America"
"145","Argentina",1991,15221.7921466357,"South America"
"146","Argentina",1992,16209.3259772191,"South America"
"147","Argentina",1993,17312.0345746755,"South America"
"148","Argentina",1994,18092.0208138835,"South America"
"149","Argentina",1995,17362.5218025698,"South America"
"150","Argentina",1996,18104.6978094959,"South America"
"151","Argentina",1997,19347.5370400793,"South America"
"152","Argentina",1998,19866.2450529656,"South America"
"153","Argentina",1999,18981.1683827308,"South America"
"154","Argentina",2000,18625.2835537811,"South America"
"155","Argentina",2001,17610.7553863202,"South America"
"156","Argentina",2002,15523.0387763102,"South America"
"157","Argentina",2003,16714.6701331846,"South America"
"158","Argentina",2004,18032.6114274365,"South America"
"159","Argentina",2005,19426.4401434847,"South America"
"160","Argentina",2006,20777.6527103251,"South America"
"161","Argentina",2007,22424.1177287545,"South America"
"162","Argentina",2008,23103.4565215341,"South America"
"163","Argentina",2009,21519.8936160174,"South America"
"164","Argentina",2010,23521.2701750961,"South America"
"165","Argentina",2011,24647.6292739541,"South America"
"166","Argentina",2012,24118.8675158912,"South America"
"167","Argentina",2013,24424.1364465071,"South America"
"168","Argentina",2014,23550.0990599374,"South America"
"169","Argentina",2015,23933.8866120953,"South America"
"170","Argentina",2016,23189.5274451329,"South America"
"171","Argentina",2017,23597.117752839,"South America"
"172","Argentina",2018,22759.3985583341,"South America"
"173","Argentina",2019,22063.9043717551,"South America"
"174","Argentina",2020,19686.523658911,"South America"
"175","Armenia",1990,5180.0612025078,"Europe"
"176","Armenia",1991,4616.94485412872,"Europe"
"177","Armenia",1992,2735.78653877911,"Europe"
"178","Armenia",1993,2554.17216716616,"Europe"
"179","Armenia",1994,2757.23180984117,"Europe"
"180","Armenia",1995,3008.23332068624,"Europe"
"181","Armenia",1996,3234.06962110572,"Europe"
"182","Armenia",1997,3378.94443074421,"Europe"
"183","Armenia",1998,3654.05296834871,"Europe"
"184","Armenia",1999,3798.67375035142,"Europe"
"185","Armenia",2000,4048.24990407114,"Europe"
"186","Armenia",2001,4464.38583116475,"Europe"
"187","Armenia",2002,5081.51855787396,"Europe"
"188","Armenia",2003,5823.716092618,"Europe"
"189","Armenia",2004,6472.14199852835,"Europe"
"190","Armenia",2005,7419.87119017403,"Europe"
"191","Armenia",2006,8464.48572583781,"Europe"
"192","Armenia",2007,9708.41539720344,"Europe"
"193","Armenia",2008,10467.5298136022,"Europe"
"194","Armenia",2009,9052.38354922249,"Europe"
"195","Armenia",2010,9286.19732701296,"Europe"
"196","Armenia",2011,9725.27822960819,"Europe"
"197","Armenia",2012,10397.654656654,"Europe"
"198","Armenia",2013,10691.2767474722,"Europe"
"199","Armenia",2014,11019.838784895,"Europe"
"200","Armenia",2015,11321.3325403745,"Europe"
"201","Armenia",2016,11303.0678498177,"Europe"
"202","Armenia",2017,12115.1392902637,"Europe"
"203","Armenia",2018,12715.1089539751,"Europe"
"204","Armenia",2019,13653.7633812861,"Europe"
"205","Armenia",2020,12592.6353675009,"Europe"
"206","Australia",1990,31058.2596709541,"Oceania"
"207","Australia",1991,30542.9197143586,"Oceania"
"208","Australia",1992,30298.9290163388,"Oceania"
"209","Australia",1993,31213.0798529168,"Oceania"
"210","Australia",1994,32114.830840244,"Oceania"
"211","Australia",1995,32946.9006734039,"Oceania"
"212","Australia",1996,33778.0635392223,"Oceania"
"213","Australia",1997,34727.1997827083,"Oceania"
"214","Australia",1998,35940.0171358725,"Oceania"
"215","Australia",1999,37334.4752293048,"Oceania"
"216","Australia",2000,38343.002147534,"Oceania"
"217","Australia",2001,38559.9041923683,"Oceania"
"218","Australia",2002,39616.3360972665,"Oceania"
"219","Australia",2003,40298.8860528145,"Oceania"
"220","Australia",2004,41449.8419535385,"Oceania"
"221","Australia",2005,42217.136349705,"Oceania"
"222","Australia",2006,42761.4056075413,"Oceania"
"223","Australia",2007,44128.727085347,"Oceania"
"224","Australia",2008,44835.3614074555,"Oceania"
"225","Australia",2009,44771.4842140369,"Oceania"
"226","Australia",2010,44991.7837148741,"Oceania"
"227","Australia",2011,45463.6819958564,"Oceania"
"228","Australia",2012,46427.3681999004,"Oceania"
"229","Australia",2013,46814.7415105804,"Oceania"
"230","Australia",2014,47289.9646101072,"Oceania"
"231","Australia",2015,47636.319641906,"Oceania"
"232","Australia",2016,48197.431189174,"Oceania"
"233","Australia",2017,48482.6474614392,"Oceania"
"234","Australia",2018,49151.6887104846,"Oceania"
"235","Australia",2019,49455.5385080697,"Oceania"
"236","Australia",2020,48697.8370282475,"Oceania"
"237","Austria",1990,37440.8371224764,"Europe"
"238","Austria",1991,38344.6538588312,"Europe"
"239","Austria",1992,38718.93304962,"Europe"
"240","Austria",1993,38603.2585486016,"Europe"
"241","Austria",1994,39378.7061153852,"Europe"
"242","Austria",1995,40367.4710458506,"Europe"
"243","Austria",1996,41260.1714020034,"Europe"
"244","Austria",1997,42076.2876519581,"Europe"
"245","Austria",1998,43535.4217533188,"Europe"
"246","Austria",1999,44996.0545966818,"Europe"
"247","Austria",2000,46403.2776992589,"Europe"
"248","Austria",2001,46811.746772924,"Europe"
"249","Austria",2002,47351.3346982706,"Europe"
"250","Austria",2003,47564.8638976916,"Europe"
"251","Austria",2004,48563.5886574222,"Europe"
"252","Austria",2005,49316.2647023136,"Europe"
"253","Austria",2006,50767.8484448075,"Europe"
"254","Austria",2007,52489.7572106205,"Europe"
"255","Austria",2008,53089.8763414956,"Europe"
"256","Austria",2009,50957.6063796813,"Europe"
"257","Austria",2010,51769.1455641151,"Europe"
"258","Austria",2011,53102.950844304,"Europe"
"259","Austria",2012,53221.0786648309,"Europe"
"260","Austria",2013,52921.8171022969,"Europe"
"261","Austria",2014,52857.0563215416,"Europe"
"262","Austria",2015,52798.0994607541,"Europe"
"263","Austria",2016,53269.3062047537,"Europe"
"264","Austria",2017,54169.9639937065,"Europe"
"265","Austria",2018,55297.6182880367,"Europe"
"266","Austria",2019,55833.3156857561,"Europe"
"267","Austria",2020,51935.6038618156,"Europe"
"268","Azerbaijan",1990,7758.15403607236,"Europe"
"269","Azerbaijan",1991,7585.17951719775,"Europe"
"270","Azerbaijan",1992,5782.65027681675,"Europe"
"271","Azerbaijan",1993,4379.81407803336,"Europe"
"272","Azerbaijan",1994,3469.77031647845,"Europe"
"273","Azerbaijan",1995,3025.29387687973,"Europe"
"274","Azerbaijan",1996,3033.830388279,"Europe"
"275","Azerbaijan",1997,3178.97739607155,"Europe"
"276","Azerbaijan",1998,3463.84200968233,"Europe"
"277","Azerbaijan",1999,3687.6610145928,"Europe"
"278","Azerbaijan",2000,4063.47164104466,"Europe"
"279","Azerbaijan",2001,4431.28987324473,"Europe"
"280","Azerbaijan",2002,4813.50418477741,"Europe"
"281","Azerbaijan",2003,5264.84052596649,"Europe"
"282","Azerbaijan",2004,5701.90326352629,"Europe"
"283","Azerbaijan",2005,7222.03607503781,"Europe"
"284","Azerbaijan",2006,9605.09610840819,"Europe"
"285","Azerbaijan",2007,11914.994832597,"Europe"
"286","Azerbaijan",2008,12903.1519167445,"Europe"
"287","Azerbaijan",2009,13822.0911094279,"Europe"
"288","Azerbaijan",2010,14312.7561158751,"Europe"
"289","Azerbaijan",2011,13905.2457636452,"Europe"
"290","Azerbaijan",2012,14023.9807176578,"Europe"
"291","Azerbaijan",2013,14652.7042457179,"Europe"
"292","Azerbaijan",2014,14875.7816413327,"Europe"
"293","Azerbaijan",2015,14853.9105525729,"Europe"
"294","Azerbaijan",2016,14238.7841366188,"Europe"
"295","Azerbaijan",2017,14121.4069355591,"Europe"
"296","Azerbaijan",2018,14209.6494059309,"Europe"
"297","Azerbaijan",2019,14439.3014032972,"Europe"
"298","Azerbaijan",2020,13699.665590318,"Europe"
"299","Bahamas",1990,38099.2538327744,"North America"
"300","Bahamas",1991,35837.4651884043,"North America"
"301","Bahamas",1992,33815.9549752855,"North America"
"302","Bahamas",1993,33289.7315995842,"North America"
"303","Bahamas",1994,33742.4793984083,"North America"
"304","Bahamas",1995,34675.6750692435,"North America"
"305","Bahamas",1996,35656.4852093656,"North America"
"306","Bahamas",1997,37659.5017015856,"North America"
"307","Bahamas",1998,35562.8717497012,"North America"
"308","Bahamas",1999,39430.7738839293,"North America"
"309","Bahamas",2000,40518.1795069369,"North America"
"310","Bahamas",2001,40953.4839488565,"North America"
"311","Bahamas",2002,41372.2370983239,"North America"
"312","Bahamas",2003,40135.9965450675,"North America"
"313","Bahamas",2004,39757.6680928499,"North America"
"314","Bahamas",2005,40353.9751920068,"North America"
"315","Bahamas",2006,40596.8009226953,"North America"
"316","Bahamas",2007,40408.3869814188,"North America"
"317","Bahamas",2008,38746.783555254,"North America"
"318","Bahamas",2009,36500.0676546934,"North America"
"319","Bahamas",2010,36504.4070465871,"North America"
"320","Bahamas",2011,36253.6681039906,"North America"
"321","Bahamas",2012,36961.7485368649,"North America"
"322","Bahamas",2013,35620.7135644207,"North America"
"323","Bahamas",2014,35659.931134214,"North America"
"324","Bahamas",2015,35400.6494660106,"North America"
"325","Bahamas",2016,35558.0724972871,"North America"
"326","Bahamas",2017,36298.4480017563,"North America"
"327","Bahamas",2018,37019.9950489508,"North America"
"328","Bahamas",2019,37100.3629626189,"North America"
"329","Bahamas",2020,30764.1159665551,"North America"
"330","Bahrain",1990,38601.0327316615,"Asia"
"331","Bahrain",1991,41770.6421477913,"Asia"
"332","Bahrain",1992,43430.2713411364,"Asia"
"333","Bahrain",1993,47819.4239458923,"Asia"
"334","Bahrain",1994,46538.7747226765,"Asia"
"335","Bahrain",1995,47157.2167609521,"Asia"
"336","Bahrain",1996,47825.8742542915,"Asia"
"337","Bahrain",1997,47957.0685646187,"Asia"
"338","Bahrain",1998,48717.1820404672,"Asia"
"339","Bahrain",1999,48988.570176162,"Asia"
"340","Bahrain",2000,49406.2910308378,"Asia"
"341","Bahrain",2001,48245.775482163,"Asia"
"342","Bahrain",2002,47311.7455106711,"Asia"
"343","Bahrain",2003,47476.9833537752,"Asia"
"344","Bahrain",2004,47661.3940699161,"Asia"
"345","Bahrain",2005,47493.1483991775,"Asia"
"346","Bahrain",2006,46910.1911420582,"Asia"
"347","Bahrain",2007,47000.3153341983,"Asia"
"348","Bahrain",2008,46408.8320829659,"Asia"
"349","Bahrain",2009,44759.3947196856,"Asia"
"350","Bahrain",2010,44599.804972084,"Asia"
"351","Bahrain",2011,44157.4796400241,"Asia"
"352","Bahrain",2012,45035.9785547932,"Asia"
"353","Bahrain",2013,46930.8307282373,"Asia"
"354","Bahrain",2014,48201.1571717366,"Asia"
"355","Bahrain",2015,48110.7341930587,"Asia"
"356","Bahrain",2016,47937.7090620549,"Asia"
"357","Bahrain",2017,47709.7780156397,"Asia"
"358","Bahrain",2018,46200.445580954,"Asia"
"359","Bahrain",2019,45060.4237448845,"Asia"
"360","Bahrain",2020,40933.3526644217,"Asia"
"361","Bangladesh",1990,1517.72927106581,"Asia"
"362","Bangladesh",1991,1534.52517930292,"Asia"
"363","Bangladesh",1992,1582.31359952154,"Asia"
"364","Bangladesh",1993,1621.32684617706,"Asia"
"365","Bangladesh",1994,1648.73402343608,"Asia"
"366","Bangladesh",1995,1696.56782496942,"Asia"
"367","Bangladesh",1996,1735.92200817636,"Asia"
"368","Bangladesh",1997,1775.9641175023,"Asia"
"369","Bangladesh",1998,1829.50380574895,"Asia"
"370","Bangladesh",1999,1876.59904380337,"Asia"
"371","Bangladesh",2000,1937.72919211467,"Asia"
"372","Bangladesh",2001,1998.06631990634,"Asia"
"373","Bangladesh",2002,2037.23630988193,"Asia"
"374","Bangladesh",2003,2097.16874811972,"Asia"
"375","Bangladesh",2004,2171.68867544338,"Asia"
"376","Bangladesh",2005,2279.53127370224,"Asia"
"377","Bangladesh",2006,2399.08222733303,"Asia"
"378","Bangladesh",2007,2537.11119756525,"Asia"
"379","Bangladesh",2008,2659.04923206241,"Asia"
"380","Bangladesh",2009,2762.18047443876,"Asia"
"381","Bangladesh",2010,2883.46679391309,"Asia"
"382","Bangladesh",2011,3034.95108156758,"Asia"
"383","Bangladesh",2012,3195.78104025627,"Asia"
"384","Bangladesh",2013,3349.02500775857,"Asia"
"385","Bangladesh",2014,3511.64550625961,"Asia"
"386","Bangladesh",2015,3700.11082057504,"Asia"
"387","Bangladesh",2016,3920.14450723583,"Asia"
"388","Bangladesh",2017,4160.70332471531,"Asia"
"389","Bangladesh",2018,4440.85547046826,"Asia"
"390","Bangladesh",2019,4753.72659686814,"Asia"
"391","Bangladesh",2020,4818.09473660531,"Asia"
"392","Barbados",1990,13984.1925159608,"North America"
"393","Barbados",1991,13388.5891086477,"North America"
"394","Barbados",1992,12579.4681689116,"North America"
"395","Barbados",1993,12632.1897441016,"North America"
"396","Barbados",1994,12836.3812807789,"North America"
"397","Barbados",1995,13042.6157319939,"North America"
"398","Barbados",1996,13505.7981330451,"North America"
"399","Barbados",1997,14086.065609887,"North America"
"400","Barbados",1998,14548.8183416476,"North America"
"401","Barbados",1999,14537.0020282853,"North America"
"402","Barbados",2000,15124.4362400335,"North America"
"403","Barbados",2001,14713.4035365796,"North America"
"404","Barbados",2002,14778.8722467196,"North America"
"405","Barbados",2003,15050.4034602071,"North America"
"406","Barbados",2004,15210.0718404141,"North America"
"407","Barbados",2005,15752.3601314013,"North America"
"408","Barbados",2006,16612.7345662264,"North America"
"409","Barbados",2007,16903.8729554071,"North America"
"410","Barbados",2008,16946.6709613034,"North America"
"411","Barbados",2009,16019.7146273444,"North America"
"412","Barbados",2010,15596.6168113309,"North America"
"413","Barbados",2011,15444.7463207601,"North America"
"414","Barbados",2012,15335.848046216,"North America"
"415","Barbados",2013,15088.4413511106,"North America"
"416","Barbados",2014,15041.5547480584,"North America"
"417","Barbados",2015,15382.7656890531,"North America"
"418","Barbados",2016,15738.0786618241,"North America"
"419","Barbados",2017,15789.0411622149,"North America"
"420","Barbados",2018,15674.9043195592,"North America"
"421","Barbados",2019,15639.0478442375,"North America"
"422","Barbados",2020,12870.0425037649,"North America"
"423","Belarus",1990,8895.47651248387,"Europe"
"424","Belarus",1991,8784.42045113033,"Europe"
"425","Belarus",1992,7924.01489322442,"Europe"
"426","Belarus",1993,7305.34258331295,"Europe"
"427","Belarus",1994,6458.18614237422,"Europe"
"428","Belarus",1995,5805.26691258759,"Europe"
"429","Belarus",1996,5987.78568941429,"Europe"
"430","Belarus",1997,6698.74456753512,"Europe"
"431","Belarus",1998,7296.05459067832,"Europe"
"432","Belarus",1999,7575.91832595163,"Europe"
"433","Belarus",2000,8053.17363808324,"Europe"
"434","Belarus",2001,8477.08401148315,"Europe"
"435","Belarus",2002,8961.64111959338,"Europe"
"436","Belarus",2003,9660.19368845286,"Europe"
"437","Belarus",2004,10839.9562728165,"Europe"
"438","Belarus",2005,11940.1865961058,"Europe"
"439","Belarus",2006,13214.87158024,"Europe"
"440","Belarus",2007,14417.3535308989,"Europe"
"441","Belarus",2008,15942.8976797373,"Europe"
"442","Belarus",2009,16010.439955622,"Europe"
"443","Belarus",2010,17288.4043493433,"Europe"
"444","Belarus",2011,18251.7809447653,"Europe"
"445","Belarus",2012,18576.7286760826,"Europe"
"446","Belarus",2013,18760.16352402,"Europe"
"447","Belarus",2014,19066.8868190919,"Europe"
"448","Belarus",2015,18307.5196678406,"Europe"
"449","Belarus",2016,17822.6065945418,"Europe"
"450","Belarus",2017,18280.1989190642,"Europe"
"451","Belarus",2018,18885.2354999668,"Europe"
"452","Belarus",2019,19283.1171477055,"Europe"
"453","Belarus",2020,19148.1751007952,"Europe"
"454","Belgium",1990,35506.2392661362,"Europe"
"455","Belgium",1991,36022.9870333569,"Europe"
"456","Belgium",1992,36426.2880979906,"Europe"
"457","Belgium",1993,35935.2618401675,"Europe"
"458","Belgium",1994,36980.7331576015,"Europe"
"459","Belgium",1995,37783.418562422,"Europe"
"460","Belgium",1996,38207.9791308757,"Europe"
"461","Belgium",1997,39561.6072371458,"Europe"
"462","Belgium",1998,40251.6898056164,"Europe"
"463","Belgium",1999,41582.292537444,"Europe"
"464","Belgium",2000,43023.30716339,"Europe"
"465","Belgium",2001,43347.0501969365,"Europe"
"466","Belgium",2002,43889.7485927091,"Europe"
"467","Belgium",2003,44160.0566799357,"Europe"
"468","Belgium",2004,45539.5854609401,"Europe"
"469","Belgium",2005,46341.2896407062,"Europe"
"470","Belgium",2006,47211.6639573888,"Europe"
"471","Belgium",2007,48589.4600517703,"Europe"
"472","Belgium",2008,48422.5782305146,"Europe"
"473","Belgium",2009,47063.8790649801,"Europe"
"474","Belgium",2010,47971.6303134944,"Europe"
"475","Belgium",2011,48153.9390923805,"Europe"
"476","Belgium",2012,48209.991519122,"Europe"
"477","Belgium",2013,48203.6526833001,"Europe"
"478","Belgium",2014,48747.6770466387,"Europe"
"479","Belgium",2015,49455.4413365318,"Europe"
"480","Belgium",2016,49828.9629137518,"Europe"
"481","Belgium",2017,50442.2705419623,"Europe"
"482","Belgium",2018,51110.9584679336,"Europe"
"483","Belgium",2019,51742.7263830791,"Europe"
"484","Belgium",2020,48210.0331113444,"Europe"
"485","Belize",1990,4854.98936338819,"North America"
"486","Belize",1991,5310.15119163882,"North America"
"487","Belize",1992,5852.84546198373,"North America"
"488","Belize",1993,6116.26002780321,"North America"
"489","Belize",1994,6002.80986195586,"North America"
"490","Belize",1995,5887.27953790811,"North America"
"491","Belize",1996,5784.21826657588,"North America"
"492","Belize",1997,5775.30362249421,"North America"
"493","Belize",1998,5765.64783209208,"North America"
"494","Belize",1999,6042.66761428571,"North America"
"495","Belize",2000,6599.3393519209,"North America"
"496","Belize",2001,6698.17747351246,"North America"
"497","Belize",2002,6819.48232025267,"North America"
"498","Belize",2003,7261.13776382502,"North America"
"499","Belize",2004,7413.90025955941,"North America"
"500","Belize",2005,7363.87063594467,"North America"
"501","Belize",2006,7519.43495574939,"North America"
"502","Belize",2007,7363.42384655311,"North America"
"503","Belize",2008,7426.89145077263,"North America"
"504","Belize",2009,7257.75547237396,"North America"
"505","Belize",2010,7294.68414297853,"North America"
"506","Belize",2011,7259.85188640883,"North America"
"507","Belize",2012,7264.46477960469,"North America"
"508","Belize",2013,7194.9179052957,"North America"
"509","Belize",2014,7323.14470076649,"North America"
"510","Belize",2015,7358.58229184617,"North America"
"511","Belize",2016,7207.00518379997,"North America"
"512","Belize",2017,7193.63430990343,"North America"
"513","Belize",2018,7261.87028738671,"North America"
"514","Belize",2019,7251.9213512161,"North America"
"515","Belize",2020,6119.88768686154,"North America"
"516","Benin",1990,2175.20857627578,"Africa"
"517","Benin",1991,2191.8406066437,"Africa"
"518","Benin",1992,2179.50722950521,"Africa"
"519","Benin",1993,2227.35320010502,"Africa"
"520","Benin",1994,2195.82205208296,"Africa"
"521","Benin",1995,2253.11952564857,"Africa"
"522","Benin",1996,2277.76181597777,"Africa"
"523","Benin",1997,2336.5458721514,"Africa"
"524","Benin",1998,2358.28012691892,"Africa"
"525","Benin",1999,2411.99156352498,"Africa"
"526","Benin",2000,2478.21823775079,"Africa"
"527","Benin",2001,2532.63405180985,"Africa"
"528","Benin",2002,2570.78730365107,"Africa"
"529","Benin",2003,2579.69780730152,"Africa"
"530","Benin",2004,2614.21245549017,"Africa"
"531","Benin",2005,2581.64225152969,"Africa"
"532","Benin",2006,2606.8174487853,"Africa"
"533","Benin",2007,2685.13026141894,"Africa"
"534","Benin",2008,2738.19438467667,"Africa"
"535","Benin",2009,2724.08476657468,"Africa"
"536","Benin",2010,2704.7054840378,"Africa"
"537","Benin",2011,2707.86970043194,"Africa"
"538","Benin",2012,2759.84825577488,"Africa"
"539","Benin",2013,2876.90390883027,"Africa"
"540","Benin",2014,2975.85478222107,"Africa"
"541","Benin",2015,2945.97022066349,"Africa"
"542","Benin",2016,2961.4404159762,"Africa"
"543","Benin",2017,3044.51715620319,"Africa"
"544","Benin",2018,3160.7806702321,"Africa"
"545","Benin",2019,3287.30953781986,"Africa"
"546","Benin",2020,3323.14445067303,"Africa"
"547","Bhutan",1990,2880.57165808107,"Asia"
"548","Bhutan",1991,2848.23881503317,"Asia"
"549","Bhutan",1992,2979.90744528359,"Asia"
"550","Bhutan",1993,3050.14095270966,"Asia"
"551","Bhutan",1994,3205.2913357816,"Asia"
"552","Bhutan",1995,3414.55075456272,"Asia"
"553","Bhutan",1996,3559.02916248669,"Asia"
"554","Bhutan",1997,3680.66534075738,"Asia"
"555","Bhutan",1998,3810.85978074076,"Asia"
