"","region","year","homicide_rate","continent"
"1","Afghanistan",1990,13.4649329985646,"Asia"
"2","Afghanistan",1991,15.9010068058848,"Asia"
"3","Afghanistan",1992,15.806759989472,"Asia"
"4","Afghanistan",1993,16.196604942609,"Asia"
"5","Afghanistan",1994,17.0252343049654,"Asia"
"6","Afghanistan",1995,16.9736618005258,"Asia"
"7","Afghanistan",1996,18.2681700640069,"Asia"
"8","Afghanistan",1997,16.0446174066211,"Asia"
"9","Afghanistan",1998,16.1658698322989,"Asia"
"10","Afghanistan",1999,15.172595800355,"Asia"
"11","Afghanistan",2000,14.7510775661049,"Asia"
"12","Afghanistan",2001,14.6786560209222,"Asia"
"13","Afghanistan",2002,15.23711763599,"Asia"
"14","Afghanistan",2003,15.3566988677534,"Asia"
"15","Afghanistan",2004,14.8359387367492,"Asia"
"16","Afghanistan",2005,14.4053570935876,"Asia"
"17","Afghanistan",2006,14.5031414579783,"Asia"
"18","Afghanistan",2007,14.2423095508991,"Asia"
"19","Afghanistan",2008,14.2154853900434,"Asia"
"20","Afghanistan",2009,14.0730092277652,"Asia"
"21","Afghanistan",2010,14.4343404085346,"Asia"
"22","Afghanistan",2011,14.0336489257593,"Asia"
"23","Afghanistan",2012,13.773872625161,"Asia"
"24","Afghanistan",2013,13.7192260125954,"Asia"
"25","Afghanistan",2014,13.4954548605717,"Asia"
"26","Afghanistan",2015,15.0048841173076,"Asia"
"27","Afghanistan",2016,14.4969739328413,"Asia"
"28","Afghanistan",2017,14.4528232610091,"Asia"
"29","Afghanistan",2018,14.8372922423082,"Asia"
"30","Afghanistan",2019,13.1026002279128,"Asia"
"31","Albania",1990,5.34957091343714,"Europe"
"32","Albania",1991,6.22317278212599,"Europe"
"33","Albania",1992,6.92114331490757,"Europe"
"34","Albania",1993,7.71058087397963,"Europe"
"35","Albania",1994,8.52229115711295,"Europe"
"36","Albania",1995,9.79111153655916,"Europe"
"37","Albania",1996,11.0875384110965,"Europe"
"38","Albania",1997,13.0555697346708,"Europe"
"39","Albania",1998,13.6988503565913,"Europe"
"40","Albania",1999,12.0954220287594,"Europe"
"41","Albania",2000,9.67814206854124,"Europe"
"42","Albania",2001,7.93843583737154,"Europe"
"43","Albania",2002,6.53864517359618,"Europe"
"44","Albania",2003,5.32142669174097,"Europe"
"45","Albania",2004,4.17371038111726,"Europe"
"46","Albania",2005,3.04597405579709,"Europe"
"47","Albania",2006,2.5685968954321,"Europe"
"48","Albania",2007,2.56449084262707,"Europe"
"49","Albania",2008,2.42788378447494,"Europe"
"50","Albania",2009,2.12509477639979,"Europe"
"51","Albania",2010,2.28052702661477,"Europe"
"52","Albania",2011,2.26672874200042,"Europe"
"53","Albania",2012,2.26139638546216,"Europe"
"54","Albania",2013,2.24260808979105,"Europe"
"55","Albania",2014,2.24452325130604,"Europe"
"56","Albania",2015,2.25776913206902,"Europe"
"57","Albania",2016,2.22692430013906,"Europe"
"58","Albania",2017,2.1836183654365,"Europe"
"59","Albania",2018,2.15109294820422,"Europe"
"60","Albania",2019,2.09416369031701,"Europe"
"61","Algeria",1990,1.94288522473991,"Africa"
"62","Algeria",1991,1.86580494795051,"Africa"
"63","Algeria",1992,1.86852365538823,"Africa"
"64","Algeria",1993,1.882460377688,"Africa"
"65","Algeria",1994,1.98740714310013,"Africa"
"66","Algeria",1995,2.11115344224746,"Africa"
"67","Algeria",1996,1.92799048193446,"Africa"
"68","Algeria",1997,2.81462951878657,"Africa"
"69","Algeria",1998,2.44931562142321,"Africa"
"70","Algeria",1999,2.01522685251844,"Africa"
"71","Algeria",2000,1.99914977684738,"Africa"
"72","Algeria",2001,1.98994883726362,"Africa"
"73","Algeria",2002,1.96247359099602,"Africa"
"74","Algeria",2003,1.91516503234591,"Africa"
"75","Algeria",2004,1.77456748119727,"Africa"
"76","Algeria",2005,1.69337981344569,"Africa"
"77","Algeria",2006,1.63057901588416,"Africa"
"78","Algeria",2007,1.55036421643785,"Africa"
"79","Algeria",2008,1.52768846373282,"Africa"
"80","Algeria",2009,1.50021420609621,"Africa"
"81","Algeria",2010,1.46229367043588,"Africa"
"82","Algeria",2011,1.43111248202436,"Africa"
"83","Algeria",2012,1.39032512223788,"Africa"
"84","Algeria",2013,1.41411931127413,"Africa"
"85","Algeria",2014,1.31470776314992,"Africa"
"86","Algeria",2015,1.26766020975223,"Africa"
"87","Algeria",2016,1.21591585414586,"Africa"
"88","Algeria",2017,1.16788686509958,"Africa"
"89","Algeria",2018,1.13565048855977,"Africa"
"90","Algeria",2019,1.09790391710829,"Africa"
"91","Andorra",1990,0.953121700804125,"Europe"
"92","Andorra",1991,0.969896030753868,"Europe"
"93","Andorra",1992,0.956009604374475,"Europe"
"94","Andorra",1993,0.929088092145994,"Europe"
"95","Andorra",1994,0.916516611878274,"Europe"
"96","Andorra",1995,0.883020301580727,"Europe"
"97","Andorra",1996,0.847976931905131,"Europe"
"98","Andorra",1997,0.825531290258616,"Europe"
"99","Andorra",1998,0.785805826493737,"Europe"
"100","Andorra",1999,0.75639016848841,"Europe"
"101","Andorra",2000,0.727705101226395,"Europe"
"102","Andorra",2001,0.701315280137511,"Europe"
"103","Andorra",2002,0.682098722507438,"Europe"
"104","Andorra",2003,0.683698675167077,"Europe"
"105","Andorra",2004,0.683221340682795,"Europe"
"106","Andorra",2005,0.672080189138589,"Europe"
"107","Andorra",2006,0.671520257785281,"Europe"
"108","Andorra",2007,0.654072965786157,"Europe"
"109","Andorra",2008,0.638228486534637,"Europe"
"110","Andorra",2009,0.622853993921973,"Europe"
"111","Andorra",2010,0.602340989421772,"Europe"
"112","Andorra",2011,0.597502324848163,"Europe"
"113","Andorra",2012,0.58620165968744,"Europe"
"114","Andorra",2013,0.571876376362039,"Europe"
"115","Andorra",2014,0.573356957139506,"Europe"
"116","Andorra",2015,0.568998898074462,"Europe"
"117","Andorra",2016,0.56803046641838,"Europe"
"118","Andorra",2017,0.570389297215673,"Europe"
"119","Andorra",2018,0.57214282503011,"Europe"
"120","Andorra",2019,0.571733231254174,"Europe"
"121","Angola",1990,4.43881706365319,"Africa"
"122","Angola",1991,4.35798601047923,"Africa"
"123","Angola",1992,4.3437969267903,"Africa"
"124","Angola",1993,4.41330925164991,"Africa"
"125","Angola",1994,4.47053263999127,"Africa"
"126","Angola",1995,4.34106330680737,"Africa"
"127","Angola",1996,3.95818941974758,"Africa"
"128","Angola",1997,3.81681652891578,"Africa"
"129","Angola",1998,3.99393874192572,"Africa"
"130","Angola",1999,4.01173901188773,"Africa"
"131","Angola",2000,3.93217831687284,"Africa"
"132","Angola",2001,3.8865858185469,"Africa"
"133","Angola",2002,3.79346722034715,"Africa"
"134","Angola",2003,3.77759418746615,"Africa"
"135","Angola",2004,3.82596725349094,"Africa"
"136","Angola",2005,3.75082552849074,"Africa"
"137","Angola",2006,3.747089038476,"Africa"
"138","Angola",2007,3.76155545969758,"Africa"
"139","Angola",2008,3.76970396389955,"Africa"
"140","Angola",2009,3.76923314193752,"Africa"
"141","Angola",2010,3.77554719606372,"Africa"
"142","Angola",2011,3.72225482606449,"Africa"
"143","Angola",2012,3.66848717195663,"Africa"
"144","Angola",2013,3.60963483497035,"Africa"
"145","Angola",2014,3.51191094616824,"Africa"
"146","Angola",2015,3.43833148539726,"Africa"
"147","Angola",2016,3.30373130344654,"Africa"
"148","Angola",2017,3.30460713577779,"Africa"
"149","Angola",2018,3.25336602409686,"Africa"
"150","Angola",2019,3.23228642229979,"Africa"
"151","Antigua and Barbuda",1990,3.78981238801524,"North America"
"152","Antigua and Barbuda",1991,4.00468978882854,"North America"
"153","Antigua and Barbuda",1992,4.02025685578475,"North America"
"154","Antigua and Barbuda",1993,4.29775391601215,"North America"
"155","Antigua and Barbuda",1994,4.47113003368917,"North America"
"156","Antigua and Barbuda",1995,5.37489934471736,"North America"
"157","Antigua and Barbuda",1996,4.62857260983296,"North America"
"158","Antigua and Barbuda",1997,4.68442805139742,"North America"
"159","Antigua and Barbuda",1998,4.73216171007645,"North America"
"160","Antigua and Barbuda",1999,4.49448815308013,"North America"
"161","Antigua and Barbuda",2000,4.44613341837052,"North America"
"162","Antigua and Barbuda",2001,6.10763863811175,"North America"
"163","Antigua and Barbuda",2002,4.85192578397706,"North America"
"164","Antigua and Barbuda",2003,4.76269181501586,"North America"
"165","Antigua and Barbuda",2004,5.12106665648705,"North America"
"166","Antigua and Barbuda",2005,5.6458965558361,"North America"
"167","Antigua and Barbuda",2006,5.31065110151612,"North America"
"168","Antigua and Barbuda",2007,6.31044178371844,"North America"
"169","Antigua and Barbuda",2008,4.91558387308619,"North America"
"170","Antigua and Barbuda",2009,7.47823435645942,"North America"
"171","Antigua and Barbuda",2010,5.86975424519724,"North America"
"172","Antigua and Barbuda",2011,5.74344593796234,"North America"
"173","Antigua and Barbuda",2012,5.39734395642051,"North America"
"174","Antigua and Barbuda",2013,5.46173096000297,"North America"
"175","Antigua and Barbuda",2014,4.8585069205687,"North America"
"176","Antigua and Barbuda",2015,4.84888751409465,"North America"
"177","Antigua and Barbuda",2016,4.9034321112616,"North America"
"178","Antigua and Barbuda",2017,5.08436210815221,"North America"
"179","Antigua and Barbuda",2018,5.10503438158783,"North America"
"180","Antigua and Barbuda",2019,5.11248054808674,"North America"
"181","Argentina",1990,6.11044745156766,"South America"
"182","Argentina",1991,5.98665029104191,"South America"
"183","Argentina",1992,6.20858741332314,"South America"
"184","Argentina",1993,6.19238606977076,"South America"
"185","Argentina",1994,6.42636431376695,"South America"
"186","Argentina",1995,6.2089822364234,"South America"
"187","Argentina",1996,6.43925234356987,"South America"
"188","Argentina",1997,6.10489406932425,"South America"
"189","Argentina",1998,5.69952521243061,"South America"
"190","Argentina",1999,5.95428017223424,"South America"
"191","Argentina",2000,6.91031617390362,"South America"
"192","Argentina",2001,6.93940809609784,"South America"
"193","Argentina",2002,7.15902226316907,"South America"
"194","Argentina",2003,6.39510572723943,"South America"
"195","Argentina",2004,5.36375966654829,"South America"
"196","Argentina",2005,5.03556292379772,"South America"
"197","Argentina",2006,5.705314044165,"South America"
"198","Argentina",2007,4.7672953849591,"South America"
"199","Argentina",2008,5.8220735623682,"South America"
"200","Argentina",2009,5.90085314658012,"South America"
"201","Argentina",2010,5.96243392463863,"South America"
"202","Argentina",2011,6.09381828011717,"South America"
"203","Argentina",2012,6.52076209387644,"South America"
"204","Argentina",2013,6.69621349793791,"South America"
"205","Argentina",2014,6.88201481947515,"South America"
"206","Argentina",2015,6.6850611397902,"South America"
"207","Argentina",2016,6.64195257846915,"South America"
"208","Argentina",2017,6.53870941498272,"South America"
"209","Argentina",2018,6.46119644603862,"South America"
"210","Argentina",2019,6.38693817461925,"South America"
"211","Armenia",1990,5.25239004474861,"Europe"
"212","Armenia",1991,6.73211516472289,"Europe"
"213","Armenia",1992,6.02985801955114,"Europe"
"214","Armenia",1993,9.23704954234365,"Europe"
"215","Armenia",1994,7.56848139243502,"Europe"
"216","Armenia",1995,7.26692361469611,"Europe"
"217","Armenia",1996,6.227743230132,"Europe"
"218","Armenia",1997,5.10637163163745,"Europe"
"219","Armenia",1998,5.28661160497369,"Europe"
"220","Armenia",1999,5.14029116752121,"Europe"
"221","Armenia",2000,4.29956445854213,"Europe"
"222","Armenia",2001,3.80214682019896,"Europe"
"223","Armenia",2002,3.80725325667654,"Europe"
"224","Armenia",2003,3.39737351886401,"Europe"
"225","Armenia",2004,4.15784633135648,"Europe"
"226","Armenia",2005,4.67111595614938,"Europe"
"227","Armenia",2006,5.04724434891394,"Europe"
"228","Armenia",2007,6.13236357970791,"Europe"
"229","Armenia",2008,5.10566658742693,"Europe"
"230","Armenia",2009,4.9169587875124,"Europe"
"231","Armenia",2010,4.9697761048985,"Europe"
"232","Armenia",2011,4.88618135649106,"Europe"
"233","Armenia",2012,6.26354931739533,"Europe"
"234","Armenia",2013,5.68209776870282,"Europe"
"235","Armenia",2014,5.58297243789996,"Europe"
"236","Armenia",2015,5.29954396381471,"Europe"
"237","Armenia",2016,5.21949116371401,"Europe"
"238","Armenia",2017,5.05880032265073,"Europe"
"239","Armenia",2018,5.07535943924035,"Europe"
"240","Armenia",2019,5.0552452630509,"Europe"
"241","Australia",1990,2.2522189575478,"Oceania"
"242","Australia",1991,2.10740029623212,"Oceania"
"243","Australia",1992,1.90739640479913,"Oceania"
"244","Australia",1993,1.92495418944902,"Oceania"
"245","Australia",1994,1.94299004441378,"Oceania"
"246","Australia",1995,1.82773737531915,"Oceania"
"247","Australia",1996,1.86316773578059,"Oceania"
"248","Australia",1997,1.8211666113181,"Oceania"
"249","Australia",1998,1.86157228095299,"Oceania"
"250","Australia",1999,1.80749942723959,"Oceania"
"251","Australia",2000,1.80155546636314,"Oceania"
"252","Australia",2001,1.76762544516908,"Oceania"
"253","Australia",2002,1.67470496623584,"Oceania"
"254","Australia",2003,1.55391580581469,"Oceania"
"255","Australia",2004,1.26034720906883,"Oceania"
"256","Australia",2005,1.2670841326218,"Oceania"
"257","Australia",2006,1.51397465493787,"Oceania"
"258","Australia",2007,1.4545130404108,"Oceania"
"259","Australia",2008,1.56013460717663,"Oceania"
"260","Australia",2009,1.59422060374678,"Oceania"
"261","Australia",2010,1.50913079362265,"Oceania"
"262","Australia",2011,1.41995851977546,"Oceania"
"263","Australia",2012,1.42648233243324,"Oceania"
"264","Australia",2013,1.34647757900245,"Oceania"
"265","Australia",2014,1.36159533023656,"Oceania"
"266","Australia",2015,1.36608036796971,"Oceania"
"267","Australia",2016,1.26871676247142,"Oceania"
"268","Australia",2017,1.31710763546268,"Oceania"
"269","Australia",2018,1.31829819008884,"Oceania"
"270","Australia",2019,1.30968820450763,"Oceania"
"271","Austria",1990,1.44137763279848,"Europe"
"272","Austria",1991,1.28969255271272,"Europe"
"273","Austria",1992,1.42861775837792,"Europe"
"274","Austria",1993,1.31312114260113,"Europe"
"275","Austria",1994,1.19531348368218,"Europe"
"276","Austria",1995,1.09058606047132,"Europe"
"277","Austria",1996,1.07454374926272,"Europe"
"278","Austria",1997,0.911264148229714,"Europe"
"279","Austria",1998,1.0412470308267,"Europe"
"280","Austria",1999,0.872458778104912,"Europe"
"281","Austria",2000,0.878897696040732,"Europe"
"282","Austria",2001,0.904572594101313,"Europe"
"283","Austria",2002,0.898884371463189,"Europe"
"284","Austria",2003,0.699607960303217,"Europe"
"285","Austria",2004,0.830103475767637,"Europe"
"286","Austria",2005,0.884290784057742,"Europe"
"287","Austria",2006,0.915859238457921,"Europe"
"288","Austria",2007,0.8450598830573,"Europe"
"289","Austria",2008,0.803827490928059,"Europe"
"290","Austria",2009,0.872595271466932,"Europe"
"291","Austria",2010,0.818431606150671,"Europe"
"292","Austria",2011,0.842132553608157,"Europe"
"293","Austria",2012,0.805020916252032,"Europe"
"294","Austria",2013,0.781030538757157,"Europe"
"295","Austria",2014,0.826821630388215,"Europe"
"296","Austria",2015,0.917854442877558,"Europe"
"297","Austria",2016,0.881840696397694,"Europe"
"298","Austria",2017,0.841999861141351,"Europe"
"299","Austria",2018,0.802107941374669,"Europe"
"300","Austria",2019,0.790231464888319,"Europe"
"301","Azerbaijan",1990,10.3542954795734,"Europe"
"302","Azerbaijan",1991,14.6371079273151,"Europe"
"303","Azerbaijan",1992,22.1505078973767,"Europe"
"304","Azerbaijan",1993,26.1200558735806,"Europe"
"305","Azerbaijan",1994,26.3261248412186,"Europe"
"306","Azerbaijan",1995,19.6403267987527,"Europe"
"307","Azerbaijan",1996,14.6562154863153,"Europe"
"308","Azerbaijan",1997,11.6653469875399,"Europe"
"309","Azerbaijan",1998,9.41049385815374,"Europe"
"310","Azerbaijan",1999,7.57077924099859,"Europe"
"311","Azerbaijan",2000,6.12878677610209,"Europe"
"312","Azerbaijan",2001,5.28295076733627,"Europe"
"313","Azerbaijan",2002,4.69960137255625,"Europe"
"314","Azerbaijan",2003,4.35316026754377,"Europe"
"315","Azerbaijan",2004,4.16343300008648,"Europe"
"316","Azerbaijan",2005,4.01569631117907,"Europe"
"317","Azerbaijan",2006,3.74188800875051,"Europe"
"318","Azerbaijan",2007,3.41215098662597,"Europe"
"319","Azerbaijan",2008,3.49146372644919,"Europe"
"320","Azerbaijan",2009,3.54553226511906,"Europe"
"321","Azerbaijan",2010,3.66771520578817,"Europe"
"322","Azerbaijan",2011,3.64918102987708,"Europe"
"323","Azerbaijan",2012,3.70802517264483,"Europe"
"324","Azerbaijan",2013,3.72434282730213,"Europe"
"325","Azerbaijan",2014,3.73250482561231,"Europe"
"326","Azerbaijan",2015,3.67997267845792,"Europe"
"327","Azerbaijan",2016,3.61442408588867,"Europe"
"328","Azerbaijan",2017,3.6052832859211,"Europe"
"329","Azerbaijan",2018,3.6317523361398,"Europe"
"330","Azerbaijan",2019,3.62299055513642,"Europe"
"331","Bahamas",1990,17.5203729105936,"North America"
"332","Bahamas",1991,14.650902640604,"North America"
"333","Bahamas",1992,16.6133886322822,"North America"
"334","Bahamas",1993,17.5737911118495,"North America"
"335","Bahamas",1994,20.5538556334872,"North America"
"336","Bahamas",1995,18.9680676339843,"North America"
"337","Bahamas",1996,18.6559233718369,"North America"
"338","Bahamas",1997,19.2884196496393,"North America"
"339","Bahamas",1998,18.9375920230251,"North America"
"340","Bahamas",1999,19.336632740653,"North America"
"341","Bahamas",2000,20.3525884349764,"North America"
"342","Bahamas",2001,17.2802887267243,"North America"
"343","Bahamas",2002,17.1994095065478,"North America"
"344","Bahamas",2003,19.187351489254,"North America"
"345","Bahamas",2004,18.1921572624423,"North America"
"346","Bahamas",2005,22.7318058610929,"North America"
"347","Bahamas",2006,23.2191718811568,"North America"
"348","Bahamas",2007,25.4631332949819,"North America"
"349","Bahamas",2008,27.4113505310539,"North America"
"350","Bahamas",2009,29.1622167529114,"North America"
"351","Bahamas",2010,30.8976452084871,"North America"
"352","Bahamas",2011,34.5758733911063,"North America"
"353","Bahamas",2012,35.5663709064022,"North America"
"354","Bahamas",2013,35.6995457104119,"North America"
"355","Bahamas",2014,33.5827090961033,"North America"
"356","Bahamas",2015,32.7520432958753,"North America"
"357","Bahamas",2016,31.5690030631909,"North America"
"358","Bahamas",2017,30.977669690712,"North America"
"359","Bahamas",2018,30.0686209049252,"North America"
"360","Bahamas",2019,29.4006502092294,"North America"
"361","Bahrain",1990,2.03556065674168,"Asia"
"362","Bahrain",1991,2.10524051131392,"Asia"
"363","Bahrain",1992,2.12292669753665,"Asia"
"364","Bahrain",1993,2.17853900598305,"Asia"
"365","Bahrain",1994,2.22862699012095,"Asia"
"366","Bahrain",1995,2.24921238847225,"Asia"
"367","Bahrain",1996,2.28937615373495,"Asia"
"368","Bahrain",1997,2.26108205976501,"Asia"
"369","Bahrain",1998,2.56015836354971,"Asia"
"370","Bahrain",1999,2.72155743069425,"Asia"
"371","Bahrain",2000,2.77637842432787,"Asia"
"372","Bahrain",2001,2.79135727531172,"Asia"
"373","Bahrain",2002,2.79036501634826,"Asia"
"374","Bahrain",2003,2.81780531788655,"Asia"
"375","Bahrain",2004,2.95050783798105,"Asia"
"376","Bahrain",2005,2.99812105870874,"Asia"
"377","Bahrain",2006,3.00250527153644,"Asia"
"378","Bahrain",2007,2.97137068462209,"Asia"
"379","Bahrain",2008,2.99365212197006,"Asia"
"380","Bahrain",2009,2.96593201487631,"Asia"
"381","Bahrain",2010,2.84323971078403,"Asia"
"382","Bahrain",2011,2.65056679916201,"Asia"
"383","Bahrain",2012,2.46261320790075,"Asia"
"384","Bahrain",2013,2.35675992296553,"Asia"
"385","Bahrain",2014,2.28266033798894,"Asia"
"386","Bahrain",2015,2.1917178796537,"Asia"
"387","Bahrain",2016,2.09756372271489,"Asia"
"388","Bahrain",2017,2.00413032737657,"Asia"
"389","Bahrain",2018,1.92856082322806,"Asia"
"390","Bahrain",2019,1.86666156020968,"Asia"
"391","Bangladesh",1990,3.30605586636122,"Asia"
"392","Bangladesh",1991,3.3609278329702,"Asia"
"393","Bangladesh",1992,3.44821567345133,"Asia"
"394","Bangladesh",1993,3.52990547335922,"Asia"
"395","Bangladesh",1994,3.53968524254293,"Asia"
"396","Bangladesh",1995,3.54443395558346,"Asia"
"397","Bangladesh",1996,3.48183340528484,"Asia"
"398","Bangladesh",1997,3.32544409111146,"Asia"
"399","Bangladesh",1998,3.12669374779372,"Asia"
"400","Bangladesh",1999,2.93506641247554,"Asia"
"401","Bangladesh",2000,2.86496316211453,"Asia"
"402","Bangladesh",2001,2.71450639252289,"Asia"
"403","Bangladesh",2002,2.53307854846379,"Asia"
"404","Bangladesh",2003,2.41550447084845,"Asia"
"405","Bangladesh",2004,2.37892262003589,"Asia"
"406","Bangladesh",2005,2.39322850877865,"Asia"
"407","Bangladesh",2006,2.45774052537688,"Asia"
"408","Bangladesh",2007,2.42951241620408,"Asia"
"409","Bangladesh",2008,2.4027785857412,"Asia"
"410","Bangladesh",2009,2.4633982573196,"Asia"
"411","Bangladesh",2010,2.47324647476881,"Asia"
"412","Bangladesh",2011,2.51427504453036,"Asia"
"413","Bangladesh",2012,2.45435718293117,"Asia"
"414","Bangladesh",2013,2.56608886821268,"Asia"
"415","Bangladesh",2014,2.65927914031419,"Asia"
"416","Bangladesh",2015,2.67078713284399,"Asia"
"417","Bangladesh",2016,2.61996612588019,"Asia"
"418","Bangladesh",2017,2.57372029135135,"Asia"
"419","Bangladesh",2018,2.52433206535024,"Asia"
"420","Bangladesh",2019,2.48272311629071,"Asia"
"421","Barbados",1990,9.79175572015434,"North America"
"422","Barbados",1991,9.68663981349339,"North America"
"423","Barbados",1992,10.2163084421172,"North America"
"424","Barbados",1993,11.2459388975137,"North America"
"425","Barbados",1994,11.5922223047179,"North America"
"426","Barbados",1995,11.4834945439675,"North America"
"427","Barbados",1996,11.1453993985638,"North America"
"428","Barbados",1997,10.5883452191421,"North America"
"429","Barbados",1998,8.6111161417785,"North America"
"430","Barbados",1999,9.27748569012504,"North America"
"431","Barbados",2000,10.741036446435,"North America"
"432","Barbados",2001,10.6087635148665,"North America"
"433","Barbados",2002,10.9202233505725,"North America"
"434","Barbados",2003,11.6118436683296,"North America"
"435","Barbados",2004,12.7983275399645,"North America"
"436","Barbados",2005,12.9871675573118,"North America"
"437","Barbados",2006,13.2224410563682,"North America"
"438","Barbados",2007,11.9320158858604,"North America"
"439","Barbados",2008,12.7266063226503,"North America"
"440","Barbados",2009,10.3932458883625,"North America"
"441","Barbados",2010,11.1691684732822,"North America"
"442","Barbados",2011,12.0992081022972,"North America"
"443","Barbados",2012,11.2307220620314,"North America"
"444","Barbados",2013,11.4928539194734,"North America"
"445","Barbados",2014,10.8285803757035,"North America"
"446","Barbados",2015,10.9085382837683,"North America"
"447","Barbados",2016,10.8304439349217,"North America"
"448","Barbados",2017,10.6923977733719,"North America"
"449","Barbados",2018,10.7305652984515,"North America"
"450","Barbados",2019,10.9611594870409,"North America"
"451","Belarus",1990,7.38431924050387,"Europe"
"452","Belarus",1991,7.46992565552885,"Europe"
"453","Belarus",1992,9.23904134649494,"Europe"
"454","Belarus",1993,11.0978543770414,"Europe"
"455","Belarus",1994,11.5599824450421,"Europe"
"456","Belarus",1995,13.1494571921355,"Europe"
"457","Belarus",1996,11.859661326992,"Europe"
"458","Belarus",1997,13.4978630876915,"Europe"
"459","Belarus",1998,14.1194082251838,"Europe"
"460","Belarus",1999,13.8984579499002,"Europe"
"461","Belarus",2000,13.8938077676611,"Europe"
"462","Belarus",2001,13.9280781040511,"Europe"
"463","Belarus",2002,15.8140972185884,"Europe"
"464","Belarus",2003,14.1883039899598,"Europe"
"465","Belarus",2004,13.670107995999,"Europe"
"466","Belarus",2005,13.6263253665449,"Europe"
"467","Belarus",2006,12.8023487717785,"Europe"
"468","Belarus",2007,11.3632271521257,"Europe"
"469","Belarus",2008,13.3139970562176,"Europe"
"470","Belarus",2009,12.635733361285,"Europe"
"471","Belarus",2010,10.4913776084991,"Europe"
"472","Belarus",2011,12.4843191551554,"Europe"
"473","Belarus",2012,9.37013284216652,"Europe"
"474","Belarus",2013,8.22117986050882,"Europe"
"475","Belarus",2014,7.62235221117855,"Europe"
"476","Belarus",2015,8.13357130473863,"Europe"
"477","Belarus",2016,7.81667215748369,"Europe"
"478","Belarus",2017,7.89081969998797,"Europe"
"479","Belarus",2018,8.05767949215164,"Europe"
"480","Belarus",2019,8.17238449009646,"Europe"
"481","Belgium",1990,1.84154388144041,"Europe"
"482","Belgium",1991,1.82981637209235,"Europe"
"483","Belgium",1992,2.06314462460997,"Europe"
"484","Belgium",1993,2.22209767507969,"Europe"
"485","Belgium",1994,2.19802908647339,"Europe"
"486","Belgium",1995,2.1443627420748,"Europe"
"487","Belgium",1996,2.21603674225762,"Europe"
"488","Belgium",1997,2.09324732819434,"Europe"
"489","Belgium",1998,2.42090951944874,"Europe"
"490","Belgium",1999,2.61977514283344,"Europe"
"491","Belgium",2000,2.08100828871674,"Europe"
"492","Belgium",2001,2.12028080604181,"Europe"
"493","Belgium",2002,2.11496082770639,"Europe"
"494","Belgium",2003,1.74732567002794,"Europe"
"495","Belgium",2004,1.90939961288062,"Europe"
"496","Belgium",2005,1.83925805004689,"Europe"
"497","Belgium",2006,1.72297256648287,"Europe"
"498","Belgium",2007,1.7402583063612,"Europe"
"499","Belgium",2008,1.54840145111713,"Europe"
"500","Belgium",2009,1.55626151878676,"Europe"
"501","Belgium",2010,1.47174968731397,"Europe"
"502","Belgium",2011,1.67272659770051,"Europe"
"503","Belgium",2012,1.59503334187015,"Europe"
"504","Belgium",2013,1.43329338314531,"Europe"
"505","Belgium",2014,1.51066790959121,"Europe"
"506","Belgium",2015,1.44030215195753,"Europe"
"507","Belgium",2016,1.48580998487444,"Europe"
"508","Belgium",2017,1.4404448434154,"Europe"
"509","Belgium",2018,1.43031246711221,"Europe"
"510","Belgium",2019,1.42796237397455,"Europe"
"511","Belize",1990,8.95226435143947,"North America"
"512","Belize",1991,9.91322027250318,"North America"
"513","Belize",1992,10.3508390051797,"North America"
"514","Belize",1993,9.63116277902253,"North America"
"515","Belize",1994,10.7315879076727,"North America"
"516","Belize",1995,9.37638922522519,"North America"
"517","Belize",1996,11.6730048277954,"North America"
"518","Belize",1997,15.4072108308821,"North America"
"519","Belize",1998,19.495098769136,"North America"
"520","Belize",1999,17.9952536716186,"North America"
"521","Belize",2000,19.3618444758423,"North America"
"522","Belize",2001,21.4484364045928,"North America"
"523","Belize",2002,24.2303809724154,"North America"
"524","Belize",2003,22.5091148783187,"North America"
"525","Belize",2004,20.9268381866316,"North America"
"526","Belize",2005,23.5533854091987,"North America"
"527","Belize",2006,23.4285535838301,"North America"
"528","Belize",2007,22.6018796247056,"North America"
"529","Belize",2008,24.2511124576416,"North America"
"530","Belize",2009,27.3332340913631,"North America"
"531","Belize",2010,29.1893550075898,"North America"
"532","Belize",2011,28.9135802862915,"North America"
"533","Belize",2012,28.7164630407147,"North America"
"534","Belize",2013,27.3666430733098,"North America"
"535","Belize",2014,25.7153788120471,"North America"
"536","Belize",2015,26.5360149773846,"North America"
"537","Belize",2016,28.297190139789,"North America"
"538","Belize",2017,28.1355758223549,"North America"
"539","Belize",2018,27.78798528774,"North America"
"540","Belize",2019,27.7572421127828,"North America"
"541","Benin",1990,5.33858033494204,"Africa"
"542","Benin",1991,5.40737999633272,"Africa"
"543","Benin",1992,5.52505166501869,"Africa"
"544","Benin",1993,5.66262317998554,"Africa"
"545","Benin",1994,5.8216826582297,"Africa"
"546","Benin",1995,5.98018049337681,"Africa"
"547","Benin",1996,6.09672766914854,"Africa"
"548","Benin",1997,6.24966121273145,"Africa"
"549","Benin",1998,6.40744456250485,"Africa"
"550","Benin",1999,6.43305732122649,"Africa"
"551","Benin",2000,6.51662985446625,"Africa"
"552","Benin",2001,6.54726520260955,"Africa"
"553","Benin",2002,6.55228788187821,"Africa"
