"","region","year","urban_population","continent"
"1","Afghanistan",1960,8.401,"Asia"
"2","Afghanistan",1961,8.684,"Asia"
"3","Afghanistan",1962,8.976,"Asia"
"4","Afghanistan",1963,9.276,"Asia"
"5","Afghanistan",1964,9.586,"Asia"
"6","Afghanistan",1965,9.904,"Asia"
"7","Afghanistan",1966,10.233,"Asia"
"8","Afghanistan",1967,10.57,"Asia"
"9","Afghanistan",1968,10.918,"Asia"
"10","Afghanistan",1969,11.275,"Asia"
"11","Afghanistan",1970,11.643,"Asia"
"12","Afghanistan",1971,12.021,"Asia"
"13","Afghanistan",1972,12.41,"Asia"
"14","Afghanistan",1973,12.809,"Asia"
"15","Afghanistan",1974,13.219,"Asia"
"16","Afghanistan",1975,13.641,"Asia"
"17","Afghanistan",1976,14.074,"Asia"
"18","Afghanistan",1977,14.517,"Asia"
"19","Afghanistan",1978,14.973,"Asia"
"20","Afghanistan",1979,15.442,"Asia"
"21","Afghanistan",1980,15.995,"Asia"
"22","Afghanistan",1981,16.562,"Asia"
"23","Afghanistan",1982,17.147,"Asia"
"24","Afghanistan",1983,17.747,"Asia"
"25","Afghanistan",1984,18.365,"Asia"
"26","Afghanistan",1985,18.997,"Asia"
"27","Afghanistan",1986,19.647,"Asia"
"28","Afghanistan",1987,20.314,"Asia"
"29","Afghanistan",1988,20.998,"Asia"
"30","Afghanistan",1989,21.088,"Asia"
"31","Afghanistan",1990,21.177,"Asia"
"32","Afghanistan",1991,21.266,"Asia"
"33","Afghanistan",1992,21.355,"Asia"
"34","Afghanistan",1993,21.444,"Asia"
"35","Afghanistan",1994,21.534,"Asia"
"36","Afghanistan",1995,21.624,"Asia"
"37","Afghanistan",1996,21.714,"Asia"
"38","Afghanistan",1997,21.805,"Asia"
"39","Afghanistan",1998,21.895,"Asia"
"40","Afghanistan",1999,21.986,"Asia"
"41","Afghanistan",2000,22.078,"Asia"
"42","Afghanistan",2001,22.169,"Asia"
"43","Afghanistan",2002,22.261,"Asia"
"44","Afghanistan",2003,22.353,"Asia"
"45","Afghanistan",2004,22.5,"Asia"
"46","Afghanistan",2005,22.703,"Asia"
"47","Afghanistan",2006,22.907,"Asia"
"48","Afghanistan",2007,23.113,"Asia"
"49","Afghanistan",2008,23.32,"Asia"
"50","Afghanistan",2009,23.528,"Asia"
"51","Afghanistan",2010,23.737,"Asia"
"52","Afghanistan",2011,23.948,"Asia"
"53","Afghanistan",2012,24.16,"Asia"
"54","Afghanistan",2013,24.373,"Asia"
"55","Afghanistan",2014,24.587,"Asia"
"56","Afghanistan",2015,24.803,"Asia"
"57","Afghanistan",2016,25.02,"Asia"
"58","Afghanistan",2017,25.25,"Asia"
"59","Afghanistan",2018,25.495,"Asia"
"60","Afghanistan",2019,25.754,"Asia"
"61","Afghanistan",2020,26.026,"Asia"
"62","Albania",1960,30.705,"Europe"
"63","Albania",1961,30.943,"Europe"
"64","Albania",1962,31.015,"Europe"
"65","Albania",1963,31.086,"Europe"
"66","Albania",1964,31.158,"Europe"
"67","Albania",1965,31.23,"Europe"
"68","Albania",1966,31.302,"Europe"
"69","Albania",1967,31.374,"Europe"
"70","Albania",1968,31.446,"Europe"
"71","Albania",1969,31.548,"Europe"
"72","Albania",1970,31.74,"Europe"
"73","Albania",1971,31.933,"Europe"
"74","Albania",1972,32.127,"Europe"
"75","Albania",1973,32.321,"Europe"
"76","Albania",1974,32.516,"Europe"
"77","Albania",1975,32.712,"Europe"
"78","Albania",1976,32.908,"Europe"
"79","Albania",1977,33.105,"Europe"
"80","Albania",1978,33.302,"Europe"
"81","Albania",1979,33.5,"Europe"
"82","Albania",1980,33.762,"Europe"
"83","Albania",1981,34.024,"Europe"
"84","Albania",1982,34.287,"Europe"
"85","Albania",1983,34.552,"Europe"
"86","Albania",1984,34.817,"Europe"
"87","Albania",1985,35.083,"Europe"
"88","Albania",1986,35.35,"Europe"
"89","Albania",1987,35.619,"Europe"
"90","Albania",1988,35.888,"Europe"
"91","Albania",1989,36.158,"Europe"
"92","Albania",1990,36.428,"Europe"
"93","Albania",1991,36.7,"Europe"
"94","Albania",1992,37.249,"Europe"
"95","Albania",1993,37.799,"Europe"
"96","Albania",1994,38.354,"Europe"
"97","Albania",1995,38.911,"Europe"
"98","Albania",1996,39.473,"Europe"
"99","Albania",1997,40.035,"Europe"
"100","Albania",1998,40.601,"Europe"
"101","Albania",1999,41.169,"Europe"
"102","Albania",2000,41.741,"Europe"
"103","Albania",2001,42.435,"Europe"
"104","Albania",2002,43.501,"Europe"
"105","Albania",2003,44.573,"Europe"
"106","Albania",2004,45.651,"Europe"
"107","Albania",2005,46.731,"Europe"
"108","Albania",2006,47.815,"Europe"
"109","Albania",2007,48.902,"Europe"
"110","Albania",2008,49.991,"Europe"
"111","Albania",2009,51.076,"Europe"
"112","Albania",2010,52.163,"Europe"
"113","Albania",2011,53.247,"Europe"
"114","Albania",2012,54.33,"Europe"
"115","Albania",2013,55.387,"Europe"
"116","Albania",2014,56.423,"Europe"
"117","Albania",2015,57.434,"Europe"
"118","Albania",2016,58.421,"Europe"
"119","Albania",2017,59.383,"Europe"
"120","Albania",2018,60.319,"Europe"
"121","Albania",2019,61.229,"Europe"
"122","Albania",2020,62.112,"Europe"
"123","Algeria",1960,30.51,"Africa"
"124","Algeria",1961,31.797,"Africa"
"125","Algeria",1962,33.214,"Africa"
"126","Algeria",1963,34.662,"Africa"
"127","Algeria",1964,36.141,"Africa"
"128","Algeria",1965,37.643,"Africa"
"129","Algeria",1966,38.84,"Africa"
"130","Algeria",1967,39.004,"Africa"
"131","Algeria",1968,39.169,"Africa"
"132","Algeria",1969,39.334,"Africa"
"133","Algeria",1970,39.5,"Africa"
"134","Algeria",1971,39.665,"Africa"
"135","Algeria",1972,39.831,"Africa"
"136","Algeria",1973,39.997,"Africa"
"137","Algeria",1974,40.163,"Africa"
"138","Algeria",1975,40.33,"Africa"
"139","Algeria",1976,40.497,"Africa"
"140","Algeria",1977,40.928,"Africa"
"141","Algeria",1978,41.794,"Africa"
"142","Algeria",1979,42.665,"Africa"
"143","Algeria",1980,43.542,"Africa"
"144","Algeria",1981,44.42,"Africa"
"145","Algeria",1982,45.303,"Africa"
"146","Algeria",1983,46.189,"Africa"
"147","Algeria",1984,47.079,"Africa"
"148","Algeria",1985,47.968,"Africa"
"149","Algeria",1986,48.86,"Africa"
"150","Algeria",1987,49.722,"Africa"
"151","Algeria",1988,50.511,"Africa"
"152","Algeria",1989,51.298,"Africa"
"153","Algeria",1990,52.085,"Africa"
"154","Algeria",1991,52.871,"Africa"
"155","Algeria",1992,53.657,"Africa"
"156","Algeria",1993,54.439,"Africa"
"157","Algeria",1994,55.219,"Africa"
"158","Algeria",1995,55.997,"Africa"
"159","Algeria",1996,56.774,"Africa"
"160","Algeria",1997,57.544,"Africa"
"161","Algeria",1998,58.313,"Africa"
"162","Algeria",1999,59.118,"Africa"
"163","Algeria",2000,59.919,"Africa"
"164","Algeria",2001,60.712,"Africa"
"165","Algeria",2002,61.501,"Africa"
"166","Algeria",2003,62.284,"Africa"
"167","Algeria",2004,63.061,"Africa"
"168","Algeria",2005,63.83,"Africa"
"169","Algeria",2006,64.593,"Africa"
"170","Algeria",2007,65.348,"Africa"
"171","Algeria",2008,66.097,"Africa"
"172","Algeria",2009,66.826,"Africa"
"173","Algeria",2010,67.54,"Africa"
"174","Algeria",2011,68.236,"Africa"
"175","Algeria",2012,68.915,"Africa"
"176","Algeria",2013,69.576,"Africa"
"177","Algeria",2014,70.221,"Africa"
"178","Algeria",2015,70.848,"Africa"
"179","Algeria",2016,71.459,"Africa"
"180","Algeria",2017,72.052,"Africa"
"181","Algeria",2018,72.629,"Africa"
"182","Algeria",2019,73.189,"Africa"
"183","Algeria",2020,73.733,"Africa"
"184","Andorra",1960,58.45,"Europe"
"185","Andorra",1961,60.983,"Europe"
"186","Andorra",1962,63.462,"Europe"
"187","Andorra",1963,65.872,"Europe"
"188","Andorra",1964,68.205,"Europe"
"189","Andorra",1965,70.445,"Europe"
"190","Andorra",1966,72.593,"Europe"
"191","Andorra",1967,74.641,"Europe"
"192","Andorra",1968,76.588,"Europe"
"193","Andorra",1969,78.424,"Europe"
"194","Andorra",1970,80.155,"Europe"
"195","Andorra",1971,81.78,"Europe"
"196","Andorra",1972,83.301,"Europe"
"197","Andorra",1973,84.716,"Europe"
"198","Andorra",1974,86.032,"Europe"
"199","Andorra",1975,87.252,"Europe"
"200","Andorra",1976,88.382,"Europe"
"201","Andorra",1977,89.42,"Europe"
"202","Andorra",1978,90.378,"Europe"
"203","Andorra",1979,91.257,"Europe"
"204","Andorra",1980,92.064,"Europe"
"205","Andorra",1981,92.8,"Europe"
"206","Andorra",1982,93.474,"Europe"
"207","Andorra",1983,94.089,"Europe"
"208","Andorra",1984,94.649,"Europe"
"209","Andorra",1985,95.159,"Europe"
"210","Andorra",1986,95.325,"Europe"
"211","Andorra",1987,95.178,"Europe"
"212","Andorra",1988,95.027,"Europe"
"213","Andorra",1989,94.872,"Europe"
"214","Andorra",1990,94.712,"Europe"
"215","Andorra",1991,94.53,"Europe"
"216","Andorra",1992,94.324,"Europe"
"217","Andorra",1993,94.111,"Europe"
"218","Andorra",1994,93.89,"Europe"
"219","Andorra",1995,93.661,"Europe"
"220","Andorra",1996,93.425,"Europe"
"221","Andorra",1997,93.18,"Europe"
"222","Andorra",1998,92.927,"Europe"
"223","Andorra",1999,92.666,"Europe"
"224","Andorra",2000,92.395,"Europe"
"225","Andorra",2001,92.056,"Europe"
"226","Andorra",2002,91.641,"Europe"
"227","Andorra",2003,91.207,"Europe"
"228","Andorra",2004,90.751,"Europe"
"229","Andorra",2005,90.285,"Europe"
"230","Andorra",2006,89.807,"Europe"
"231","Andorra",2007,89.308,"Europe"
"232","Andorra",2008,89.004,"Europe"
"233","Andorra",2009,88.912,"Europe"
"234","Andorra",2010,88.819,"Europe"
"235","Andorra",2011,88.726,"Europe"
"236","Andorra",2012,88.631,"Europe"
"237","Andorra",2013,88.537,"Europe"
"238","Andorra",2014,88.441,"Europe"
"239","Andorra",2015,88.345,"Europe"
"240","Andorra",2016,88.248,"Europe"
"241","Andorra",2017,88.15,"Europe"
"242","Andorra",2018,88.062,"Europe"
"243","Andorra",2019,87.984,"Europe"
"244","Andorra",2020,87.916,"Europe"
"245","Angola",1960,10.435,"Africa"
"246","Angola",1961,10.798,"Africa"
"247","Angola",1962,11.204,"Africa"
"248","Angola",1963,11.624,"Africa"
"249","Angola",1964,12.058,"Africa"
"250","Angola",1965,12.504,"Africa"
"251","Angola",1966,12.965,"Africa"
"252","Angola",1967,13.441,"Africa"
"253","Angola",1968,13.932,"Africa"
"254","Angola",1969,14.436,"Africa"
"255","Angola",1970,14.957,"Africa"
"256","Angola",1971,15.632,"Africa"
"257","Angola",1972,16.455,"Africa"
"258","Angola",1973,17.31,"Africa"
"259","Angola",1974,18.202,"Africa"
"260","Angola",1975,19.128,"Africa"
"261","Angola",1976,20.092,"Africa"
"262","Angola",1977,21.088,"Africa"
"263","Angola",1978,22.122,"Africa"
"264","Angola",1979,23.192,"Africa"
"265","Angola",1980,24.298,"Africa"
"266","Angola",1981,25.437,"Africa"
"267","Angola",1982,26.612,"Africa"
"268","Angola",1983,27.821,"Africa"
"269","Angola",1984,29.065,"Africa"
"270","Angola",1985,30.338,"Africa"
"271","Angola",1986,31.643,"Africa"
"272","Angola",1987,32.978,"Africa"
"273","Angola",1988,34.343,"Africa"
"274","Angola",1989,35.731,"Africa"
"275","Angola",1990,37.144,"Africa"
"276","Angola",1991,38.58,"Africa"
"277","Angola",1992,40.039,"Africa"
"278","Angola",1993,41.511,"Africa"
"279","Angola",1994,43,"Africa"
"280","Angola",1995,44.169,"Africa"
"281","Angola",1996,45.346,"Africa"
"282","Angola",1997,46.525,"Africa"
"283","Angola",1998,47.71,"Africa"
"284","Angola",1999,48.897,"Africa"
"285","Angola",2000,50.087,"Africa"
"286","Angola",2001,51.274,"Africa"
"287","Angola",2002,52.461,"Africa"
"288","Angola",2003,53.645,"Africa"
"289","Angola",2004,54.827,"Africa"
"290","Angola",2005,56,"Africa"
"291","Angola",2006,56.764,"Africa"
"292","Angola",2007,57.524,"Africa"
"293","Angola",2008,58.282,"Africa"
"294","Angola",2009,59.034,"Africa"
"295","Angola",2010,59.783,"Africa"
"296","Angola",2011,60.528,"Africa"
"297","Angola",2012,61.268,"Africa"
"298","Angola",2013,62.002,"Africa"
"299","Angola",2014,62.731,"Africa"
"300","Angola",2015,63.446,"Africa"
"301","Angola",2016,64.149,"Africa"
"302","Angola",2017,64.839,"Africa"
"303","Angola",2018,65.514,"Africa"
"304","Angola",2019,66.177,"Africa"
"305","Angola",2020,66.825,"Africa"
"306","Antigua and Barbuda",1960,39.656,"North America"
"307","Antigua and Barbuda",1961,39.04,"North America"
"308","Antigua and Barbuda",1962,38.427,"North America"
"309","Antigua and Barbuda",1963,37.817,"North America"
"310","Antigua and Barbuda",1964,37.211,"North America"
"311","Antigua and Barbuda",1965,36.61,"North America"
"312","Antigua and Barbuda",1966,36.012,"North America"
"313","Antigua and Barbuda",1967,35.418,"North America"
"314","Antigua and Barbuda",1968,34.829,"North America"
"315","Antigua and Barbuda",1969,34.245,"North America"
"316","Antigua and Barbuda",1970,33.819,"North America"
"317","Antigua and Barbuda",1971,33.898,"North America"
"318","Antigua and Barbuda",1972,33.978,"North America"
"319","Antigua and Barbuda",1973,34.057,"North America"
"320","Antigua and Barbuda",1974,34.137,"North America"
"321","Antigua and Barbuda",1975,34.217,"North America"
"322","Antigua and Barbuda",1976,34.297,"North America"
"323","Antigua and Barbuda",1977,34.377,"North America"
"324","Antigua and Barbuda",1978,34.457,"North America"
"325","Antigua and Barbuda",1979,34.538,"North America"
"326","Antigua and Barbuda",1980,34.618,"North America"
"327","Antigua and Barbuda",1981,34.698,"North America"
"328","Antigua and Barbuda",1982,34.779,"North America"
"329","Antigua and Barbuda",1983,34.86,"North America"
"330","Antigua and Barbuda",1984,34.94,"North America"
"331","Antigua and Barbuda",1985,35.021,"North America"
"332","Antigua and Barbuda",1986,35.102,"North America"
"333","Antigua and Barbuda",1987,35.183,"North America"
"334","Antigua and Barbuda",1988,35.264,"North America"
"335","Antigua and Barbuda",1989,35.345,"North America"
"336","Antigua and Barbuda",1990,35.426,"North America"
"337","Antigua and Barbuda",1991,35.465,"North America"
"338","Antigua and Barbuda",1992,35.085,"North America"
"339","Antigua and Barbuda",1993,34.709,"North America"
"340","Antigua and Barbuda",1994,34.334,"North America"
"341","Antigua and Barbuda",1995,33.961,"North America"
"342","Antigua and Barbuda",1996,33.59,"North America"
"343","Antigua and Barbuda",1997,33.221,"North America"
"344","Antigua and Barbuda",1998,32.855,"North America"
"345","Antigua and Barbuda",1999,32.49,"North America"
"346","Antigua and Barbuda",2000,32.127,"North America"
"347","Antigua and Barbuda",2001,31.74,"North America"
"348","Antigua and Barbuda",2002,31.098,"North America"
"349","Antigua and Barbuda",2003,30.464,"North America"
"350","Antigua and Barbuda",2004,29.837,"North America"
"351","Antigua and Barbuda",2005,29.218,"North America"
"352","Antigua and Barbuda",2006,28.606,"North America"
"353","Antigua and Barbuda",2007,28.002,"North America"
"354","Antigua and Barbuda",2008,27.405,"North America"
"355","Antigua and Barbuda",2009,26.818,"North America"
"356","Antigua and Barbuda",2010,26.238,"North America"
"357","Antigua and Barbuda",2011,25.703,"North America"
"358","Antigua and Barbuda",2012,25.526,"North America"
"359","Antigua and Barbuda",2013,25.35,"North America"
"360","Antigua and Barbuda",2014,25.175,"North America"
"361","Antigua and Barbuda",2015,25,"North America"
"362","Antigua and Barbuda",2016,24.846,"North America"
"363","Antigua and Barbuda",2017,24.713,"North America"
"364","Antigua and Barbuda",2018,24.599,"North America"
"365","Antigua and Barbuda",2019,24.506,"North America"
"366","Antigua and Barbuda",2020,24.433,"North America"
"367","Argentina",1960,73.611,"South America"
"368","Argentina",1961,74.217,"South America"
"369","Argentina",1962,74.767,"South America"
"370","Argentina",1963,75.309,"South America"
"371","Argentina",1964,75.844,"South America"
"372","Argentina",1965,76.369,"South America"
"373","Argentina",1966,76.888,"South America"
"374","Argentina",1967,77.398,"South America"
"375","Argentina",1968,77.901,"South America"
"376","Argentina",1969,78.394,"South America"
"377","Argentina",1970,78.88,"South America"
"378","Argentina",1971,79.321,"South America"
"379","Argentina",1972,79.743,"South America"
"380","Argentina",1973,80.158,"South America"
"381","Argentina",1974,80.567,"South America"
"382","Argentina",1975,80.969,"South America"
"383","Argentina",1976,81.366,"South America"
"384","Argentina",1977,81.755,"South America"
"385","Argentina",1978,82.139,"South America"
"386","Argentina",1979,82.516,"South America"
"387","Argentina",1980,82.887,"South America"
"388","Argentina",1981,83.313,"South America"
"389","Argentina",1982,83.759,"South America"
"390","Argentina",1983,84.194,"South America"
"391","Argentina",1984,84.621,"South America"
"392","Argentina",1985,85.038,"South America"
"393","Argentina",1986,85.445,"South America"
"394","Argentina",1987,85.843,"South America"
"395","Argentina",1988,86.233,"South America"
"396","Argentina",1989,86.613,"South America"
"397","Argentina",1990,86.984,"South America"
"398","Argentina",1991,87.328,"South America"
"399","Argentina",1992,87.542,"South America"
"400","Argentina",1993,87.752,"South America"
"401","Argentina",1994,87.96,"South America"
"402","Argentina",1995,88.164,"South America"
"403","Argentina",1996,88.366,"South America"
"404","Argentina",1997,88.564,"South America"
"405","Argentina",1998,88.759,"South America"
"406","Argentina",1999,88.952,"South America"
"407","Argentina",2000,89.142,"South America"
"408","Argentina",2001,89.329,"South America"
"409","Argentina",2002,89.51,"South America"
"410","Argentina",2003,89.686,"South America"
"411","Argentina",2004,89.86,"South America"
"412","Argentina",2005,90.031,"South America"
"413","Argentina",2006,90.2,"South America"
"414","Argentina",2007,90.366,"South America"
"415","Argentina",2008,90.53,"South America"
"416","Argentina",2009,90.691,"South America"
"417","Argentina",2010,90.849,"South America"
"418","Argentina",2011,90.99,"South America"
"419","Argentina",2012,91.121,"South America"
"420","Argentina",2013,91.249,"South America"
"421","Argentina",2014,91.377,"South America"
"422","Argentina",2015,91.503,"South America"
"423","Argentina",2016,91.627,"South America"
"424","Argentina",2017,91.749,"South America"
"425","Argentina",2018,91.87,"South America"
"426","Argentina",2019,91.991,"South America"
"427","Argentina",2020,92.111,"South America"
"428","Armenia",1960,51.275,"Europe"
"429","Armenia",1961,52.147,"Europe"
"430","Armenia",1962,53.019,"Europe"
"431","Armenia",1963,53.889,"Europe"
"432","Armenia",1964,54.758,"Europe"
"433","Armenia",1965,55.622,"Europe"
"434","Armenia",1966,56.483,"Europe"
"435","Armenia",1967,57.341,"Europe"
"436","Armenia",1968,58.195,"Europe"
"437","Armenia",1969,59.042,"Europe"
"438","Armenia",1970,59.864,"Europe"
"439","Armenia",1971,60.657,"Europe"
"440","Armenia",1972,61.445,"Europe"
"441","Armenia",1973,62.225,"Europe"
"442","Armenia",1974,63,"Europe"
"443","Armenia",1975,63.611,"Europe"
"444","Armenia",1976,64.219,"Europe"
"445","Armenia",1977,64.821,"Europe"
"446","Armenia",1978,65.419,"Europe"
"447","Armenia",1979,65.839,"Europe"
"448","Armenia",1980,66.05,"Europe"
"449","Armenia",1981,66.259,"Europe"
"450","Armenia",1982,66.467,"Europe"
"451","Armenia",1983,66.675,"Europe"
"452","Armenia",1984,66.883,"Europe"
"453","Armenia",1985,67.09,"Europe"
"454","Armenia",1986,67.296,"Europe"
"455","Armenia",1987,67.501,"Europe"
"456","Armenia",1988,67.706,"Europe"
"457","Armenia",1989,67.69,"Europe"
"458","Armenia",1990,67.421,"Europe"
"459","Armenia",1991,67.15,"Europe"
"460","Armenia",1992,66.878,"Europe"
"461","Armenia",1993,66.606,"Europe"
"462","Armenia",1994,66.332,"Europe"
"463","Armenia",1995,66.057,"Europe"
"464","Armenia",1996,65.781,"Europe"
"465","Armenia",1997,65.504,"Europe"
"466","Armenia",1998,65.226,"Europe"
"467","Armenia",1999,64.947,"Europe"
"468","Armenia",2000,64.666,"Europe"
"469","Armenia",2001,64.385,"Europe"
"470","Armenia",2002,64.236,"Europe"
"471","Armenia",2003,64.137,"Europe"
"472","Armenia",2004,64.038,"Europe"
"473","Armenia",2005,63.938,"Europe"
"474","Armenia",2006,63.839,"Europe"
"475","Armenia",2007,63.739,"Europe"
"476","Armenia",2008,63.64,"Europe"
"477","Armenia",2009,63.54,"Europe"
"478","Armenia",2010,63.44,"Europe"
"479","Armenia",2011,63.34,"Europe"
"480","Armenia",2012,63.24,"Europe"
"481","Armenia",2013,63.164,"Europe"
"482","Armenia",2014,63.112,"Europe"
"483","Armenia",2015,63.085,"Europe"
"484","Armenia",2016,63.082,"Europe"
"485","Armenia",2017,63.103,"Europe"
"486","Armenia",2018,63.149,"Europe"
"487","Armenia",2019,63.219,"Europe"
"488","Armenia",2020,63.313,"Europe"
"489","Australia",1960,81.529,"Oceania"
"490","Australia",1961,81.941,"Oceania"
"491","Australia",1962,82.228,"Oceania"
"492","Australia",1963,82.511,"Oceania"
"493","Australia",1964,82.792,"Oceania"
"494","Australia",1965,83.068,"Oceania"
"495","Australia",1966,83.34,"Oceania"
"496","Australia",1967,83.507,"Oceania"
"497","Australia",1968,83.672,"Oceania"
"498","Australia",1969,83.836,"Oceania"
"499","Australia",1970,83.999,"Oceania"
"500","Australia",1971,84.16,"Oceania"
"501","Australia",1972,84.32,"Oceania"
"502","Australia",1973,84.478,"Oceania"
"503","Australia",1974,84.636,"Oceania"
"504","Australia",1975,84.792,"Oceania"
"505","Australia",1976,84.947,"Oceania"
"506","Australia",1977,85.1,"Oceania"
"507","Australia",1978,85.252,"Oceania"
"508","Australia",1979,85.403,"Oceania"
"509","Australia",1980,85.552,"Oceania"
"510","Australia",1981,85.7,"Oceania"
"511","Australia",1982,85.67,"Oceania"
"512","Australia",1983,85.641,"Oceania"
"513","Australia",1984,85.611,"Oceania"
"514","Australia",1985,85.582,"Oceania"
"515","Australia",1986,85.552,"Oceania"
"516","Australia",1987,85.522,"Oceania"
"517","Australia",1988,85.493,"Oceania"
"518","Australia",1989,85.463,"Oceania"
"519","Australia",1990,85.433,"Oceania"
"520","Australia",1991,85.403,"Oceania"
"521","Australia",1992,85.285,"Oceania"
"522","Australia",1993,85.157,"Oceania"
"523","Australia",1994,85.028,"Oceania"
"524","Australia",1995,84.898,"Oceania"
"525","Australia",1996,84.767,"Oceania"
"526","Australia",1997,84.636,"Oceania"
"527","Australia",1998,84.503,"Oceania"
"528","Australia",1999,84.37,"Oceania"
"529","Australia",2000,84.235,"Oceania"
"530","Australia",2001,84.1,"Oceania"
"531","Australia",2002,84.222,"Oceania"
"532","Australia",2003,84.343,"Oceania"
"533","Australia",2004,84.463,"Oceania"
"534","Australia",2005,84.582,"Oceania"
"535","Australia",2006,84.7,"Oceania"
"536","Australia",2007,84.822,"Oceania"
"537","Australia",2008,84.943,"Oceania"
"538","Australia",2009,85.063,"Oceania"
"539","Australia",2010,85.182,"Oceania"
"540","Australia",2011,85.3,"Oceania"
"541","Australia",2012,85.402,"Oceania"
"542","Australia",2013,85.502,"Oceania"
"543","Australia",2014,85.602,"Oceania"
"544","Australia",2015,85.701,"Oceania"
"545","Australia",2016,85.8,"Oceania"
"546","Australia",2017,85.904,"Oceania"
"547","Australia",2018,86.012,"Oceania"
"548","Australia",2019,86.124,"Oceania"
"549","Australia",2020,86.241,"Oceania"
"550","Austria",1960,64.72,"Europe"
"551","Austria",1961,64.814,"Europe"
"552","Austria",1962,64.863,"Europe"
"553","Austria",1963,64.913,"Europe"
"554","Austria",1964,64.962,"Europe"
"555","Austria",1965,65.011,"Europe"
"556","Austria",1966,65.061,"Europe"
"557","Austria",1967,65.11,"Europe"
"558","Austria",1968,65.159,"Europe"
"559","Austria",1969,65.208,"Europe"
"560","Austria",1970,65.258,"Europe"
"561","Austria",1971,65.301,"Europe"
"562","Austria",1972,65.311,"Europe"
"563","Austria",1973,65.321,"Europe"
"564","Austria",1974,65.331,"Europe"
"565","Austria",1975,65.341,"Europe"
"566","Austria",1976,65.351,"Europe"
"567","Austria",1977,65.361,"Europe"
"568","Austria",1978,65.371,"Europe"
"569","Austria",1979,65.381,"Europe"
"570","Austria",1980,65.391,"Europe"
"571","Austria",1981,65.364,"Europe"
"572","Austria",1982,65.1,"Europe"
"573","Austria",1983,64.836,"Europe"
"574","Austria",1984,64.57,"Europe"
"575","Austria",1985,64.305,"Europe"
"576","Austria",1986,64.037,"Europe"
"577","Austria",1987,63.769,"Europe"
"578","Austria",1988,63.5,"Europe"
"579","Austria",1989,63.231,"Europe"
"580","Austria",1990,62.96,"Europe"
"581","Austria",1991,62.689,"Europe"
"582","Austria",1992,62.417,"Europe"
"583","Austria",1993,62.144,"Europe"
"584","Austria",1994,61.87,"Europe"
"585","Austria",1995,61.596,"Europe"
"586","Austria",1996,61.32,"Europe"
"587","Austria",1997,61.045,"Europe"
"588","Austria",1998,60.768,"Europe"
"589","Austria",1999,60.491,"Europe"
"590","Austria",2000,60.213,"Europe"
"591","Austria",2001,59.934,"Europe"
"592","Austria",2002,59.655,"Europe"
"593","Austria",2003,59.375,"Europe"
"594","Austria",2004,59.094,"Europe"
"595","Austria",2005,58.813,"Europe"
"596","Austria",2006,58.532,"Europe"
"597","Austria",2007,58.249,"Europe"
"598","Austria",2008,57.966,"Europe"
"599","Austria",2009,57.683,"Europe"
"600","Austria",2010,57.399,"Europe"
"601","Austria",2011,57.115,"Europe"
"602","Austria",2012,57.147,"Europe"
"603","Austria",2013,57.336,"Europe"
"604","Austria",2014,57.526,"Europe"
"605","Austria",2015,57.715,"Europe"
"606","Austria",2016,57.905,"Europe"
"607","Austria",2017,58.094,"Europe"
"608","Austria",2018,58.297,"Europe"
"609","Austria",2019,58.515,"Europe"
"610","Austria",2020,58.748,"Europe"
"611","Azerbaijan",1960,52.663,"Europe"
"612","Azerbaijan",1961,52.364,"Europe"
"613","Azerbaijan",1962,52.064,"Europe"
"614","Azerbaijan",1963,51.764,"Europe"
"615","Azerbaijan",1964,51.464,"Europe"
"616","Azerbaijan",1965,51.164,"Europe"
"617","Azerbaijan",1966,50.864,"Europe"
"618","Azerbaijan",1967,50.564,"Europe"
"619","Azerbaijan",1968,50.263,"Europe"
"620","Azerbaijan",1969,49.963,"Europe"
"621","Azerbaijan",1970,50.008,"Europe"
"622","Azerbaijan",1971,50.462,"Europe"
"623","Azerbaijan",1972,50.917,"Europe"
"624","Azerbaijan",1973,51.371,"Europe"
"625","Azerbaijan",1974,51.698,"Europe"
"626","Azerbaijan",1975,51.897,"Europe"
"627","Azerbaijan",1976,52.096,"Europe"
"628","Azerbaijan",1977,52.294,"Europe"
"629","Azerbaijan",1978,52.492,"Europe"
"630","Azerbaijan",1979,52.655,"Europe"
"631","Azerbaijan",1980,52.777,"Europe"
"632","Azerbaijan",1981,52.897,"Europe"
"633","Azerbaijan",1982,53.018,"Europe"
"634","Azerbaijan",1983,53.139,"Europe"
"635","Azerbaijan",1984,53.299,"Europe"
"636","Azerbaijan",1985,53.498,"Europe"
"637","Azerbaijan",1986,53.697,"Europe"
"638","Azerbaijan",1987,53.895,"Europe"
"639","Azerbaijan",1988,54.094,"Europe"
"640","Azerbaijan",1989,54.057,"Europe"
"641","Azerbaijan",1990,53.749,"Europe"
"642","Azerbaijan",1991,53.441,"Europe"
"643","Azerbaijan",1992,53.132,"Europe"
"644","Azerbaijan",1993,52.824,"Europe"
"645","Azerbaijan",1994,52.515,"Europe"
"646","Azerbaijan",1995,52.206,"Europe"
"647","Azerbaijan",1996,51.896,"Europe"
"648","Azerbaijan",1997,51.588,"Europe"
"649","Azerbaijan",1998,51.278,"Europe"
"650","Azerbaijan",1999,51.185,"Europe"
"651","Azerbaijan",2000,51.386,"Europe"
