"","region","year","corruption_perception_index","continent"
"828","Peru",2015,36,"South America"
"829","Peru",2016,35,"South America"
"830","Peru",2017,37,"South America"
"831","Peru",2018,35,"South America"
"832","Philippines",2012,34,"Asia"
"833","Philippines",2013,36,"Asia"
"834","Philippines",2014,38,"Asia"
"835","Philippines",2015,35,"Asia"
"836","Philippines",2016,35,"Asia"
"837","Philippines",2017,34,"Asia"
"838","Philippines",2018,36,"Asia"
"839","Poland",2012,58,"Europe"
"840","Poland",2013,60,"Europe"
"841","Poland",2014,61,"Europe"
"842","Poland",2015,63,"Europe"
"843","Poland",2016,62,"Europe"
"844","Poland",2017,60,"Europe"
"845","Poland",2018,60,"Europe"
"846","Portugal",2012,63,"Europe"
"847","Portugal",2013,62,"Europe"
"848","Portugal",2014,63,"Europe"
"849","Portugal",2015,64,"Europe"
"850","Portugal",2016,62,"Europe"
"851","Portugal",2017,63,"Europe"
"852","Portugal",2018,64,"Europe"
"853","Qatar",2012,68,"Asia"
"854","Qatar",2013,68,"Asia"
"855","Qatar",2014,69,"Asia"
"856","Qatar",2015,71,"Asia"
"857","Qatar",2016,61,"Asia"
"858","Qatar",2017,63,"Asia"
"859","Qatar",2018,62,"Asia"
"860","Romania",2012,44,"Europe"
"861","Romania",2013,43,"Europe"
"862","Romania",2014,43,"Europe"
"863","Romania",2015,46,"Europe"
"864","Romania",2016,48,"Europe"
"865","Romania",2017,48,"Europe"
"866","Romania",2018,47,"Europe"
"867","Rwanda",2012,53,"Africa"
"868","Rwanda",2013,53,"Africa"
"869","Rwanda",2014,49,"Africa"
"870","Rwanda",2015,54,"Africa"
"871","Rwanda",2016,54,"Africa"
"872","Rwanda",2017,55,"Africa"
"873","Rwanda",2018,56,"Africa"
"874","Saint Lucia",2012,71,"North America"
"875","Saint Lucia",2013,71,"North America"
"876","Saint Lucia",2014,71,"North America"
"877","Saint Lucia",2016,60,"North America"
"878","Saint Lucia",2017,55,"North America"
"879","Saint Lucia",2018,55,"North America"
"880","Saint Vincent and the Grenadines",2012,62,"North America"
"881","Saint Vincent and the Grenadines",2013,62,"North America"
"882","Saint Vincent and the Grenadines",2014,62,"North America"
"883","Saint Vincent and the Grenadines",2016,60,"North America"
"884","Saint Vincent and the Grenadines",2017,58,"North America"
"885","Saint Vincent and the Grenadines",2018,58,"North America"
"886","Sao Tome and Principe",2012,42,"Africa"
"887","Sao Tome and Principe",2013,42,"Africa"
"888","Sao Tome and Principe",2014,42,"Africa"
"889","Sao Tome and Principe",2015,42,"Africa"
"890","Sao Tome and Principe",2016,46,"Africa"
"891","Sao Tome and Principe",2017,46,"Africa"
"892","Sao Tome and Principe",2018,46,"Africa"
"893","Saudi Arabia",2012,44,"Asia"
"894","Saudi Arabia",2013,46,"Asia"
"895","Saudi Arabia",2014,49,"Asia"
"896","Saudi Arabia",2015,52,"Asia"
"897","Saudi Arabia",2016,46,"Asia"
"898","Saudi Arabia",2017,49,"Asia"
"899","Saudi Arabia",2018,49,"Asia"
"900","Senegal",2012,36,"Africa"
"901","Senegal",2013,41,"Africa"
"902","Senegal",2014,43,"Africa"
"903","Senegal",2015,44,"Africa"
"904","Senegal",2016,45,"Africa"
"905","Senegal",2017,45,"Africa"
"906","Senegal",2018,45,"Africa"
"907","Serbia",2012,39,"Europe"
"908","Serbia",2013,42,"Europe"
"909","Serbia",2014,41,"Europe"
"910","Serbia",2015,40,"Europe"
"911","Serbia",2016,42,"Europe"
"912","Serbia",2017,41,"Europe"
"913","Serbia",2018,39,"Europe"
"914","Seychelles",2012,52,"Africa"
"915","Seychelles",2013,54,"Africa"
"916","Seychelles",2014,55,"Africa"
"917","Seychelles",2015,55,"Africa"
"918","Seychelles",2017,60,"Africa"
"919","Seychelles",2018,66,"Africa"
"920","Sierra Leone",2012,31,"Africa"
"921","Sierra Leone",2013,30,"Africa"
"922","Sierra Leone",2014,31,"Africa"
"923","Sierra Leone",2015,29,"Africa"
"924","Sierra Leone",2016,30,"Africa"
"925","Sierra Leone",2017,30,"Africa"
"926","Sierra Leone",2018,30,"Africa"
"927","Singapore",2012,87,"Asia"
"928","Singapore",2013,86,"Asia"
"929","Singapore",2014,84,"Asia"
"930","Singapore",2015,85,"Asia"
"931","Singapore",2016,84,"Asia"
"932","Singapore",2017,84,"Asia"
"933","Singapore",2018,85,"Asia"
"934","Slovakia",2012,46,"Europe"
"935","Slovakia",2013,47,"Europe"
"936","Slovakia",2014,50,"Europe"
"937","Slovakia",2015,51,"Europe"
"938","Slovakia",2016,51,"Europe"
"939","Slovakia",2017,50,"Europe"
"940","Slovakia",2018,50,"Europe"
"941","Slovenia",2012,61,"Europe"
"942","Slovenia",2013,57,"Europe"
"943","Slovenia",2014,58,"Europe"
"944","Slovenia",2015,60,"Europe"
"945","Slovenia",2016,61,"Europe"
"946","Slovenia",2017,61,"Europe"
"947","Slovenia",2018,60,"Europe"
"948","Solomon Islands",2016,42,"Oceania"
"949","Solomon Islands",2017,39,"Oceania"
"950","Solomon Islands",2018,44,"Oceania"
"951","Somalia",2012,8,"Africa"
"952","Somalia",2013,8,"Africa"
"953","Somalia",2014,8,"Africa"
"954","Somalia",2015,8,"Africa"
"955","Somalia",2016,10,"Africa"
"956","Somalia",2017,9,"Africa"
"957","Somalia",2018,10,"Africa"
"958","South Africa",2012,43,"Africa"
"959","South Africa",2013,42,"Africa"
"960","South Africa",2014,44,"Africa"
"961","South Africa",2015,44,"Africa"
"962","South Africa",2016,45,"Africa"
"963","South Africa",2017,43,"Africa"
"964","South Africa",2018,43,"Africa"
"965","South Korea",2012,56,"Asia"
"966","South Korea",2013,55,"Asia"
"967","South Korea",2014,55,"Asia"
"968","South Korea",2015,54,"Asia"
"969","South Korea",2016,53,"Asia"
"970","South Korea",2017,54,"Asia"
"971","South Korea",2018,57,"Asia"
"972","South Sudan",2013,14,"Africa"
"973","South Sudan",2014,15,"Africa"
"974","South Sudan",2015,15,"Africa"
"975","South Sudan",2016,11,"Africa"
"976","South Sudan",2017,12,"Africa"
"977","South Sudan",2018,13,"Africa"
"978","Spain",2012,65,"Europe"
"979","Spain",2013,59,"Europe"
"980","Spain",2014,60,"Europe"
"981","Spain",2015,58,"Europe"
"982","Spain",2016,58,"Europe"
"983","Spain",2017,57,"Europe"
"984","Spain",2018,58,"Europe"
"985","Sri Lanka",2012,40,"Asia"
"986","Sri Lanka",2013,37,"Asia"
"987","Sri Lanka",2014,38,"Asia"
"988","Sri Lanka",2015,37,"Asia"
"989","Sri Lanka",2016,36,"Asia"
"990","Sri Lanka",2017,38,"Asia"
"991","Sri Lanka",2018,38,"Asia"
"992","Sudan",2012,13,"Africa"
"993","Sudan",2013,11,"Africa"
"994","Sudan",2014,11,"Africa"
"995","Sudan",2015,12,"Africa"
"996","Sudan",2016,14,"Africa"
"997","Sudan",2017,16,"Africa"
"998","Sudan",2018,16,"Africa"
"999","Suriname",2012,37,"South America"
"1000","Suriname",2013,36,"South America"
"1001","Suriname",2014,36,"South America"
"1002","Suriname",2015,36,"South America"
"1003","Suriname",2016,45,"South America"
"1004","Suriname",2017,41,"South America"
"1005","Suriname",2018,43,"South America"
"1006","Sweden",2012,88,"Europe"
"1007","Sweden",2013,89,"Europe"
"1008","Sweden",2014,87,"Europe"
"1009","Sweden",2015,89,"Europe"
"1010","Sweden",2016,88,"Europe"
"1011","Sweden",2017,84,"Europe"
"1012","Sweden",2018,85,"Europe"
"1013","Switzerland",2012,86,"Europe"
"1014","Switzerland",2013,85,"Europe"
"1015","Switzerland",2014,86,"Europe"
"1016","Switzerland",2015,86,"Europe"
"1017","Switzerland",2016,86,"Europe"
"1018","Switzerland",2017,85,"Europe"
"1019","Switzerland",2018,85,"Europe"
"1020","Syria",2012,26,"Asia"
"1021","Syria",2013,17,"Asia"
"1022","Syria",2014,20,"Asia"
"1023","Syria",2015,18,"Asia"
"1024","Syria",2016,13,"Asia"
"1025","Syria",2017,14,"Asia"
"1026","Syria",2018,13,"Asia"
"1027","Tajikistan",2012,22,"Asia"
"1028","Tajikistan",2013,22,"Asia"
"1029","Tajikistan",2014,23,"Asia"
"1030","Tajikistan",2015,26,"Asia"
"1031","Tajikistan",2016,25,"Asia"
"1032","Tajikistan",2017,21,"Asia"
"1033","Tajikistan",2018,25,"Asia"
"1034","Tanzania",2012,35,"Africa"
"1035","Tanzania",2013,33,"Africa"
"1036","Tanzania",2014,31,"Africa"
"1037","Tanzania",2015,30,"Africa"
"1038","Tanzania",2016,32,"Africa"
"1039","Tanzania",2017,36,"Africa"
"1040","Tanzania",2018,36,"Africa"
"1041","Thailand",2012,37,"Asia"
"1042","Thailand",2013,35,"Asia"
"1043","Thailand",2014,38,"Asia"
"1044","Thailand",2015,38,"Asia"
"1045","Thailand",2016,35,"Asia"
"1046","Thailand",2017,37,"Asia"
"1047","Thailand",2018,36,"Asia"
"1048","Togo",2012,30,"Africa"
"1049","Togo",2013,29,"Africa"
"1050","Togo",2014,29,"Africa"
"1051","Togo",2015,32,"Africa"
"1052","Togo",2016,32,"Africa"
"1053","Togo",2017,32,"Africa"
"1054","Togo",2018,30,"Africa"
"1055","Trinidad and Tobago",2012,39,"North America"
"1056","Trinidad and Tobago",2013,38,"North America"
"1057","Trinidad and Tobago",2014,38,"North America"
"1058","Trinidad and Tobago",2015,39,"North America"
"1059","Trinidad and Tobago",2016,35,"North America"
"1060","Trinidad and Tobago",2017,41,"North America"
"1061","Trinidad and Tobago",2018,41,"North America"
"1062","Tunisia",2012,41,"Africa"
"1063","Tunisia",2013,41,"Africa"
"1064","Tunisia",2014,40,"Africa"
"1065","Tunisia",2015,38,"Africa"
"1066","Tunisia",2016,41,"Africa"
"1067","Tunisia",2017,42,"Africa"
"1068","Tunisia",2018,43,"Africa"
"1069","Turkey",2012,49,"Asia"
"1070","Turkey",2013,50,"Asia"
"1071","Turkey",2014,45,"Asia"
"1072","Turkey",2015,42,"Asia"
"1073","Turkey",2016,41,"Asia"
"1074","Turkey",2017,40,"Asia"
"1075","Turkey",2018,41,"Asia"
"1076","Turkmenistan",2012,17,"Asia"
"1077","Turkmenistan",2013,17,"Asia"
"1078","Turkmenistan",2014,17,"Asia"
"1079","Turkmenistan",2015,18,"Asia"
"1080","Turkmenistan",2016,22,"Asia"
"1081","Turkmenistan",2017,19,"Asia"
"1082","Turkmenistan",2018,20,"Asia"
"1083","Uganda",2012,29,"Africa"
"1084","Uganda",2013,26,"Africa"
"1085","Uganda",2014,26,"Africa"
"1086","Uganda",2015,25,"Africa"
"1087","Uganda",2016,25,"Africa"
"1088","Uganda",2017,26,"Africa"
"1089","Uganda",2018,26,"Africa"
"1090","Ukraine",2012,26,"Europe"
"1091","Ukraine",2013,25,"Europe"
"1092","Ukraine",2014,26,"Europe"
"1093","Ukraine",2015,27,"Europe"
"1094","Ukraine",2016,29,"Europe"
"1095","Ukraine",2017,30,"Europe"
"1096","Ukraine",2018,32,"Europe"
"1097","United Arab Emirates",2012,68,"Asia"
"1098","United Arab Emirates",2013,69,"Asia"
"1099","United Arab Emirates",2014,70,"Asia"
"1100","United Arab Emirates",2015,70,"Asia"
"1101","United Arab Emirates",2016,66,"Asia"
"1102","United Arab Emirates",2017,71,"Asia"
"1103","United Arab Emirates",2018,70,"Asia"
"1104","United Kingdom",2012,74,"Europe"
"1105","United Kingdom",2013,76,"Europe"
"1106","United Kingdom",2014,78,"Europe"
"1107","United Kingdom",2015,81,"Europe"
"1108","United Kingdom",2016,81,"Europe"
"1109","United Kingdom",2017,82,"Europe"
"1110","United Kingdom",2018,80,"Europe"
"1111","United States",2012,73,"North America"
"1112","United States",2013,73,"North America"
"1113","United States",2014,74,"North America"
"1114","United States",2015,76,"North America"
"1115","United States",2016,74,"North America"
"1116","United States",2017,75,"North America"
"1117","United States",2018,71,"North America"
"1118","Uruguay",2012,72,"South America"
"1119","Uruguay",2013,73,"South America"
"1120","Uruguay",2014,73,"South America"
"1121","Uruguay",2015,74,"South America"
"1122","Uruguay",2016,71,"South America"
"1123","Uruguay",2017,70,"South America"
"1124","Uruguay",2018,70,"South America"
"1125","Uzbekistan",2012,17,"Asia"
"1126","Uzbekistan",2013,17,"Asia"
"1127","Uzbekistan",2014,18,"Asia"
"1128","Uzbekistan",2015,19,"Asia"
"1129","Uzbekistan",2016,21,"Asia"
"1130","Uzbekistan",2017,22,"Asia"
"1131","Uzbekistan",2018,23,"Asia"
"1132","Vanuatu",2017,43,"Oceania"
"1133","Vanuatu",2018,46,"Oceania"
"1134","Venezuela",2012,19,"South America"
"1135","Venezuela",2013,20,"South America"
"1136","Venezuela",2014,19,"South America"
"1137","Venezuela",2015,17,"South America"
"1138","Venezuela",2016,17,"South America"
"1139","Venezuela",2017,18,"South America"
"1140","Venezuela",2018,18,"South America"
"1141","Vietnam",2012,31,"Asia"
"1142","Vietnam",2013,31,"Asia"
"1143","Vietnam",2014,31,"Asia"
"1144","Vietnam",2015,31,"Asia"
"1145","Vietnam",2016,33,"Asia"
"1146","Vietnam",2017,35,"Asia"
"1147","Vietnam",2018,33,"Asia"
"1148","Yemen",2012,23,"Asia"
"1149","Yemen",2013,18,"Asia"
"1150","Yemen",2014,19,"Asia"
"1151","Yemen",2015,18,"Asia"
"1152","Yemen",2016,14,"Asia"
"1153","Yemen",2017,16,"Asia"
"1154","Yemen",2018,14,"Asia"
"1155","Zambia",2012,37,"Africa"
"1156","Zambia",2013,38,"Africa"
"1157","Zambia",2014,38,"Africa"
"1158","Zambia",2015,38,"Africa"
"1159","Zambia",2016,38,"Africa"
"1160","Zambia",2017,37,"Africa"
"1161","Zambia",2018,35,"Africa"
"1162","Zimbabwe",2012,20,"Africa"
"1163","Zimbabwe",2013,21,"Africa"
"1164","Zimbabwe",2014,21,"Africa"
"1165","Zimbabwe",2015,21,"Africa"
"1166","Zimbabwe",2016,22,"Africa"
"1167","Zimbabwe",2017,22,"Africa"
"1168","Zimbabwe",2018,22,"Africa"
