"","region","year","working_hours","continent"
"2419","Singapore",1961,2291.8755,"Asia"
"2420","Singapore",1962,2286.7776,"Asia"
"2421","Singapore",1963,2281.6909,"Asia"
"2422","Singapore",1964,2276.6155,"Asia"
"2423","Singapore",1965,2271.5513,"Asia"
"2424","Singapore",1966,2266.4985,"Asia"
"2425","Singapore",1967,2261.457,"Asia"
"2426","Singapore",1968,2256.4265,"Asia"
"2427","Singapore",1969,2251.4075,"Asia"
"2428","Singapore",1970,2246.3994,"Asia"
"2429","Singapore",1971,2246.3452,"Asia"
"2430","Singapore",1972,2246.262,"Asia"
"2431","Singapore",1973,2246.1865,"Asia"
"2432","Singapore",1974,2246.1814,"Asia"
"2433","Singapore",1975,2225.8064,"Asia"
"2434","Singapore",1976,2250.8242,"Asia"
"2435","Singapore",1977,2198.7766,"Asia"
"2436","Singapore",1978,2198.0557,"Asia"
"2437","Singapore",1979,2174.7175,"Asia"
"2438","Singapore",1980,2182.9209,"Asia"
"2439","Singapore",1981,2208.874,"Asia"
"2440","Singapore",1982,2215.0676,"Asia"
"2441","Singapore",1983,2220.1228,"Asia"
"2442","Singapore",1984,2229.2292,"Asia"
"2443","Singapore",1985,2189.9102,"Asia"
"2444","Singapore",1986,2222.7244,"Asia"
"2445","Singapore",1987,2252.5029,"Asia"
"2446","Singapore",1988,2265.7773,"Asia"
"2447","Singapore",1989,2322.6218,"Asia"
"2448","Singapore",1990,2326.9338,"Asia"
"2449","Singapore",1991,2346.3354,"Asia"
"2450","Singapore",1992,2349.8481,"Asia"
"2451","Singapore",1993,2375.0393,"Asia"
"2452","Singapore",1994,2390.9065,"Asia"
"2453","Singapore",1995,2403.967,"Asia"
"2454","Singapore",1996,2424.0986,"Asia"
"2455","Singapore",1997,2437.7629,"Asia"
"2456","Singapore",1998,2425.8899,"Asia"
"2457","Singapore",1999,2446.3804,"Asia"
"2458","Singapore",2000,2463.3818,"Asia"
"2459","Singapore",2001,2443.5063,"Asia"
"2460","Singapore",2002,2435.3835,"Asia"
"2461","Singapore",2003,2440.1726,"Asia"
"2462","Singapore",2004,2407.2163,"Asia"
"2463","Singapore",2005,2407.3508,"Asia"
"2464","Singapore",2006,2399.0986,"Asia"
"2465","Singapore",2007,2378.3054,"Asia"
"2466","Singapore",2008,2370.7432,"Asia"
"2467","Singapore",2009,2335.3806,"Asia"
"2468","Singapore",2010,2373.0669,"Asia"
"2469","Singapore",2011,2330.0723,"Asia"
"2470","Singapore",2012,2337.4866,"Asia"
"2471","Singapore",2013,2328.0503,"Asia"
"2472","Singapore",2014,2290.3225,"Asia"
"2473","Singapore",2015,2263.1465,"Asia"
"2474","Singapore",2016,2252.5857,"Asia"
"2475","Singapore",2017,2237.7263,"Asia"
"2476","Slovakia",1990,1827.6455,"Europe"
"2477","Slovakia",1991,1827.7343,"Europe"
"2478","Slovakia",1992,1827.675,"Europe"
"2479","Slovakia",1993,1827.8033,"Europe"
"2480","Slovakia",1994,1827.4283,"Europe"
"2481","Slovakia",1995,1853.0483,"Europe"
"2482","Slovakia",1996,1819.6322,"Europe"
"2483","Slovakia",1997,1829.9979,"Europe"
"2484","Slovakia",1998,1821.8607,"Europe"
"2485","Slovakia",1999,1816.2406,"Europe"
"2486","Slovakia",2000,1815.6061,"Europe"
"2487","Slovakia",2001,1800.7356,"Europe"
"2488","Slovakia",2002,1754.074,"Europe"
"2489","Slovakia",2003,1697.5651,"Europe"
"2490","Slovakia",2004,1741.9944,"Europe"
"2491","Slovakia",2005,1769.4879,"Europe"
"2492","Slovakia",2006,1774.454,"Europe"
"2493","Slovakia",2007,1791.201,"Europe"
"2494","Slovakia",2008,1793.3569,"Europe"
"2495","Slovakia",2009,1780.3383,"Europe"
"2496","Slovakia",2010,1805.1501,"Europe"
"2497","Slovakia",2011,1793.0127,"Europe"
"2498","Slovakia",2012,1789.0425,"Europe"
"2499","Slovakia",2013,1771.6141,"Europe"
"2500","Slovakia",2014,1759.6132,"Europe"
"2501","Slovakia",2015,1754.0863,"Europe"
"2502","Slovakia",2016,1740.0107,"Europe"
"2503","Slovakia",2017,1745.2307,"Europe"
"2504","Slovenia",1995,1755.3971,"Europe"
"2505","Slovenia",1996,1727.4915,"Europe"
"2506","Slovenia",1997,1714.797,"Europe"
"2507","Slovenia",1998,1727.9677,"Europe"
"2508","Slovenia",1999,1729.6924,"Europe"
"2509","Slovenia",2000,1710.0972,"Europe"
"2510","Slovenia",2001,1695.8896,"Europe"
"2511","Slovenia",2002,1720.5181,"Europe"
"2512","Slovenia",2003,1723.8251,"Europe"
"2513","Slovenia",2004,1736.5703,"Europe"
"2514","Slovenia",2005,1696.6035,"Europe"
"2515","Slovenia",2006,1667.4508,"Europe"
"2516","Slovenia",2007,1654.9396,"Europe"
"2517","Slovenia",2008,1673.6466,"Europe"
"2518","Slovenia",2009,1678.7506,"Europe"
"2519","Slovenia",2010,1680.1403,"Europe"
"2520","Slovenia",2011,1663.1636,"Europe"
"2521","Slovenia",2012,1644.5905,"Europe"
"2522","Slovenia",2013,1662.4053,"Europe"
"2523","Slovenia",2014,1681.9049,"Europe"
"2524","Slovenia",2015,1687.8574,"Europe"
"2525","Slovenia",2016,1666.9202,"Europe"
"2526","Slovenia",2017,1655.089,"Europe"
"2527","South Africa",2001,2376.3381,"Africa"
"2528","South Africa",2002,2382.7659,"Africa"
"2529","South Africa",2003,2318.6794,"Africa"
"2530","South Africa",2004,2342.2734,"Africa"
"2531","South Africa",2005,2399.4282,"Africa"
"2532","South Africa",2006,2315.748,"Africa"
"2533","South Africa",2007,2322.1228,"Africa"
"2534","South Africa",2008,2284.2344,"Africa"
"2535","South Africa",2009,2249.3083,"Africa"
"2536","South Africa",2010,2235.7429,"Africa"
"2537","South Africa",2011,2254.5857,"Africa"
"2538","South Africa",2012,2224.1082,"Africa"
"2539","South Africa",2013,2211.9863,"Africa"
"2540","South Africa",2014,2209.0916,"Africa"
"2541","South Africa",2015,2209.0916,"Africa"
"2542","South Africa",2016,2209.0916,"Africa"
"2543","South Africa",2017,2209.0916,"Africa"
"2544","South Korea",1953,2304.5479,"Asia"
"2545","South Korea",1954,2325.1472,"Asia"
"2546","South Korea",1955,2345.9309,"Asia"
"2547","South Korea",1956,2366.9004,"Asia"
"2548","South Korea",1957,2388.0574,"Asia"
"2549","South Korea",1958,2409.4033,"Asia"
"2550","South Korea",1959,2430.9402,"Asia"
"2551","South Korea",1960,2452.6694,"Asia"
"2552","South Korea",1961,2474.593,"Asia"
"2553","South Korea",1962,2496.7126,"Asia"
"2554","South Korea",1963,2519.03,"Asia"
"2555","South Korea",1964,2439.4817,"Asia"
"2556","South Korea",1965,2545.5459,"Asia"
"2557","South Korea",1966,2529.6362,"Asia"
"2558","South Korea",1967,2561.4556,"Asia"
"2559","South Korea",1968,2609.1846,"Asia"
"2560","South Korea",1969,2667.52,"Asia"
"2561","South Korea",1970,2561.4556,"Asia"
"2562","South Korea",1971,2625.0942,"Asia"
"2563","South Korea",1972,2688.7329,"Asia"
"2564","South Korea",1973,2736.4619,"Asia"
"2565","South Korea",1974,2789.4941,"Asia"
"2566","South Korea",1975,2810.707,"Asia"
"2567","South Korea",1976,2895.5586,"Asia"
"2568","South Korea",1977,2863.7393,"Asia"
"2569","South Korea",1978,2895.5586,"Asia"
"2570","South Korea",1979,2879.6489,"Asia"
"2571","South Korea",1980,2863.7393,"Asia"
"2572","South Korea",1981,2879.7378,"Asia"
"2573","South Korea",1982,2892.7366,"Asia"
"2574","South Korea",1983,2910.7349,"Asia"
"2575","South Korea",1984,2906.7354,"Asia"
"2576","South Korea",1985,2881.7375,"Asia"
"2577","South Korea",1986,2910.7349,"Asia"
"2578","South Korea",1987,2879.7378,"Asia"
"2579","South Korea",1988,2833.7419,"Asia"
"2580","South Korea",1989,2730.7515,"Asia"
"2581","South Korea",1990,2676.7563,"Asia"
"2582","South Korea",1991,2660.7578,"Asia"
"2583","South Korea",1992,2638.7598,"Asia"
"2584","South Korea",1993,2655.6575,"Asia"
"2585","South Korea",1994,2640.1453,"Asia"
"2586","South Korea",1995,2647.2344,"Asia"
"2587","South Korea",1996,2636.5608,"Asia"
"2588","South Korea",1997,2580.8613,"Asia"
"2589","South Korea",1998,2485.8723,"Asia"
"2590","South Korea",1999,2492.0903,"Asia"
"2591","South Korea",2000,2509.2881,"Asia"
"2592","South Korea",2001,2495.9204,"Asia"
"2593","South Korea",2002,2454.8811,"Asia"
"2594","South Korea",2003,2423.6482,"Asia"
"2595","South Korea",2004,2391.532,"Asia"
"2596","South Korea",2005,2351.3191,"Asia"
"2597","South Korea",2006,2345.9138,"Asia"
"2598","South Korea",2007,2306.1985,"Asia"
"2599","South Korea",2008,2212.9114,"Asia"
"2600","South Korea",2009,2168.053,"Asia"
"2601","South Korea",2010,2157.0649,"Asia"
"2602","South Korea",2011,2127.1472,"Asia"
"2603","South Korea",2012,2103.2305,"Asia"
"2604","South Korea",2013,2094.2297,"Asia"
"2605","South Korea",2014,2069.3149,"Asia"
"2606","South Korea",2015,2076.2959,"Asia"
"2607","South Korea",2016,2063.3315,"Asia"
"2608","South Korea",2017,2063.3315,"Asia"
"2609","Spain",1870,2968,"Europe"
"2610","Spain",1880,2876,"Europe"
"2611","Spain",1890,2787,"Europe"
"2612","Spain",1900,2710,"Europe"
"2613","Spain",1913,2601,"Europe"
"2614","Spain",1929,2342,"Europe"
"2615","Spain",1938,2030,"Europe"
"2616","Spain",1950,2208.7041,"Europe"
"2617","Spain",1951,2204.5266,"Europe"
"2618","Spain",1952,2200.4651,"Europe"
"2619","Spain",1953,2196.5059,"Europe"
"2620","Spain",1954,2213.5598,"Europe"
"2621","Spain",1955,2195.4749,"Europe"
"2622","Spain",1956,2179.343,"Europe"
"2623","Spain",1957,2164.2705,"Europe"
"2624","Spain",1958,2149.6418,"Europe"
"2625","Spain",1959,2139.0928,"Europe"
"2626","Spain",1960,2129.8408,"Europe"
"2627","Spain",1961,2111.5886,"Europe"
"2628","Spain",1962,2094.3887,"Europe"
"2629","Spain",1963,2077.4646,"Europe"
"2630","Spain",1964,2031.7472,"Europe"
"2631","Spain",1965,2024.0238,"Europe"
"2632","Spain",1966,2025.4124,"Europe"
"2633","Spain",1967,2034.2599,"Europe"
"2634","Spain",1968,1996.5132,"Europe"
"2635","Spain",1969,1988.2668,"Europe"
"2636","Spain",1970,1996.2207,"Europe"
"2637","Spain",1971,1996.3376,"Europe"
"2638","Spain",1972,1992.1937,"Europe"
"2639","Spain",1973,1980.3586,"Europe"
"2640","Spain",1974,1986.5297,"Europe"
"2641","Spain",1975,1996.3567,"Europe"
"2642","Spain",1976,2006.4636,"Europe"
"2643","Spain",1977,2000.2756,"Europe"
"2644","Spain",1978,1973.4487,"Europe"
"2645","Spain",1979,1929.3617,"Europe"
"2646","Spain",1980,1917.9247,"Europe"
"2647","Spain",1981,1884.1837,"Europe"
"2648","Spain",1982,1862.4357,"Europe"
"2649","Spain",1983,1830.6687,"Europe"
"2650","Spain",1984,1786.1127,"Europe"
"2651","Spain",1985,1776.2207,"Europe"
"2652","Spain",1986,1768.2877,"Europe"
"2653","Spain",1987,1760.3707,"Europe"
"2654","Spain",1988,1756.3987,"Europe"
"2655","Spain",1989,1744.4807,"Europe"
"2656","Spain",1990,1746.4478,"Europe"
"2657","Spain",1991,1755.3497,"Europe"
"2658","Spain",1992,1747.4857,"Europe"
"2659","Spain",1993,1739.5718,"Europe"
"2660","Spain",1994,1738.5277,"Europe"
"2661","Spain",1995,1738.8168,"Europe"
"2662","Spain",1996,1740.2025,"Europe"
"2663","Spain",1997,1742.4939,"Europe"
"2664","Spain",1998,1750.9642,"Europe"
"2665","Spain",1999,1756.0535,"Europe"
"2666","Spain",2000,1752.7551,"Europe"
"2667","Spain",2001,1762.5,"Europe"
"2668","Spain",2002,1764.574,"Europe"
"2669","Spain",2003,1755.9388,"Europe"
"2670","Spain",2004,1741.507,"Europe"
"2671","Spain",2005,1725.6006,"Europe"
"2672","Spain",2006,1715.6556,"Europe"
"2673","Spain",2007,1703.4878,"Europe"
"2674","Spain",2008,1712.5524,"Europe"
"2675","Spain",2009,1719.6741,"Europe"
"2676","Spain",2010,1710.3958,"Europe"
"2677","Spain",2011,1715.5109,"Europe"
"2678","Spain",2012,1701.1927,"Europe"
"2679","Spain",2013,1693.5347,"Europe"
"2680","Spain",2014,1694.5872,"Europe"
"2681","Spain",2015,1699.4991,"Europe"
"2682","Spain",2016,1701.3669,"Europe"
"2683","Spain",2017,1686.4973,"Europe"
"2684","Sri Lanka",1970,1894.261,"Asia"
"2685","Sri Lanka",1971,1893.8901,"Asia"
"2686","Sri Lanka",1972,1893.8713,"Asia"
"2687","Sri Lanka",1973,1893.9866,"Asia"
"2688","Sri Lanka",1974,1894.1637,"Asia"
"2689","Sri Lanka",1975,1894.3438,"Asia"
"2690","Sri Lanka",1976,1894.2008,"Asia"
"2691","Sri Lanka",1977,1949.3335,"Asia"
"2692","Sri Lanka",1978,1953.4127,"Asia"
"2693","Sri Lanka",1979,1957.5671,"Asia"
"2694","Sri Lanka",1980,1961.8099,"Asia"
"2695","Sri Lanka",1981,1969.6782,"Asia"
"2696","Sri Lanka",1982,1972.9618,"Asia"
"2697","Sri Lanka",1983,1986.3512,"Asia"
"2698","Sri Lanka",1984,1966.2671,"Asia"
"2699","Sri Lanka",1985,1893.4132,"Asia"
"2700","Sri Lanka",1986,1956.422,"Asia"
"2701","Sri Lanka",1987,1962.3741,"Asia"
"2702","Sri Lanka",1988,1968.3154,"Asia"
"2703","Sri Lanka",1989,1974.3776,"Asia"
"2704","Sri Lanka",1990,1980.6451,"Asia"
"2705","Sri Lanka",1991,1997.9506,"Asia"
"2706","Sri Lanka",1992,2001.6265,"Asia"
"2707","Sri Lanka",1993,2017.4285,"Asia"
"2708","Sri Lanka",1994,1961.7678,"Asia"
"2709","Sri Lanka",1995,1943.4845,"Asia"
"2710","Sri Lanka",1996,1936.9487,"Asia"
"2711","Sri Lanka",1997,1894.8599,"Asia"
"2712","Sri Lanka",1998,1910.4878,"Asia"
"2713","Sri Lanka",1999,1932.7937,"Asia"
"2714","Sri Lanka",2000,2000.7396,"Asia"
"2715","Sri Lanka",2001,1975.6603,"Asia"
"2716","Sri Lanka",2002,1812.2015,"Asia"
"2717","Sri Lanka",2003,1733.8713,"Asia"
"2718","Sri Lanka",2004,1856.2976,"Asia"
"2719","Sri Lanka",2005,1887.6925,"Asia"
"2720","Sri Lanka",2006,1835.4296,"Asia"
"2721","Sri Lanka",2007,1861.298,"Asia"
"2722","Sri Lanka",2008,1823.991,"Asia"
"2723","Sri Lanka",2009,1810.6287,"Asia"
"2724","Sri Lanka",2010,1872.3361,"Asia"
"2725","Sri Lanka",2011,1993.5437,"Asia"
"2726","Sri Lanka",2012,2052.9392,"Asia"
"2727","Sri Lanka",2013,1896.4591,"Asia"
"2728","Sri Lanka",2014,1926.2461,"Asia"
"2729","Sri Lanka",2015,1923.9354,"Asia"
"2730","Sri Lanka",2016,1923.9354,"Asia"
"2731","Sri Lanka",2017,1923.9354,"Asia"
"2732","Sweden",1870,3436,"Europe"
"2733","Sweden",1880,3187,"Europe"
"2734","Sweden",1890,2937,"Europe"
"2735","Sweden",1900,2745,"Europe"
"2736","Sweden",1913,2745,"Europe"
"2737","Sweden",1929,2152,"Europe"
"2738","Sweden",1938,2131,"Europe"
"2739","Sweden",1950,1989.3108,"Europe"
"2740","Sweden",1951,1980.4301,"Europe"
"2741","Sweden",1952,1980.4301,"Europe"
"2742","Sweden",1953,1960.6948,"Europe"
"2743","Sweden",1954,1971.5492,"Europe"
"2744","Sweden",1955,1960.6948,"Europe"
"2745","Sweden",1956,1936.0258,"Europe"
"2746","Sweden",1957,1936.0258,"Europe"
"2747","Sweden",1958,1904.4493,"Europe"
"2748","Sweden",1959,1878.7936,"Europe"
"2749","Sweden",1960,1873.8597,"Europe"
"2750","Sweden",1961,1875.8333,"Europe"
"2751","Sweden",1962,1863.9922,"Europe"
"2752","Sweden",1963,1858.0715,"Europe"
"2753","Sweden",1964,1827.4819,"Europe"
"2754","Sweden",1965,1816.6276,"Europe"
"2755","Sweden",1966,1802.813,"Europe"
"2756","Sweden",1967,1772.2234,"Europe"
"2757","Sweden",1968,1729.7926,"Europe"
"2758","Sweden",1969,1707.097,"Europe"
"2759","Sweden",1970,1707.097,"Europe"
"2760","Sweden",1971,1675.2631,"Europe"
"2761","Sweden",1972,1635.7161,"Europe"
"2762","Sweden",1973,1620.2201,"Europe"
"2763","Sweden",1974,1601.4701,"Europe"
"2764","Sweden",1975,1577.8241,"Europe"
"2765","Sweden",1976,1590.8451,"Europe"
"2766","Sweden",1977,1560.8611,"Europe"
"2767","Sweden",1978,1523.1381,"Europe"
"2768","Sweden",1979,1513.863,"Europe"
"2769","Sweden",1980,1516.8071,"Europe"
"2770","Sweden",1981,1508.4111,"Europe"
"2771","Sweden",1982,1522.5421,"Europe"
"2772","Sweden",1983,1531.8391,"Europe"
"2773","Sweden",1984,1534.0171,"Europe"
"2774","Sweden",1985,1538.0541,"Europe"
"2775","Sweden",1986,1536.0721,"Europe"
"2776","Sweden",1987,1546.1901,"Europe"
"2777","Sweden",1988,1565.7601,"Europe"
"2778","Sweden",1989,1564.6121,"Europe"
"2779","Sweden",1990,1560.9371,"Europe"
"2780","Sweden",1991,1547.6721,"Europe"
"2781","Sweden",1992,1565.2802,"Europe"
"2782","Sweden",1993,1596.9991,"Europe"
"2783","Sweden",1994,1635.2219,"Europe"
"2784","Sweden",1995,1640.3448,"Europe"
"2785","Sweden",1996,1653.0409,"Europe"
"2786","Sweden",1997,1657.969,"Europe"
"2787","Sweden",1998,1656.319,"Europe"
"2788","Sweden",1999,1664.8116,"Europe"
"2789","Sweden",2000,1642.0825,"Europe"
"2790","Sweden",2001,1618.2073,"Europe"
"2791","Sweden",2002,1594.8739,"Europe"
"2792","Sweden",2003,1581.5632,"Europe"
"2793","Sweden",2004,1605.5105,"Europe"
"2794","Sweden",2005,1605.0636,"Europe"
"2795","Sweden",2006,1599.1272,"Europe"
"2796","Sweden",2007,1611.4955,"Europe"
"2797","Sweden",2008,1616.8645,"Europe"
"2798","Sweden",2009,1609.1475,"Europe"
"2799","Sweden",2010,1635.0068,"Europe"
"2800","Sweden",2011,1632.517,"Europe"
"2801","Sweden",2012,1618.3754,"Europe"
"2802","Sweden",2013,1608.7183,"Europe"
"2803","Sweden",2014,1609.4229,"Europe"
"2804","Sweden",2015,1610.072,"Europe"
"2805","Sweden",2016,1626.4591,"Europe"
"2806","Sweden",2017,1609.2896,"Europe"
"2807","Switzerland",1870,3195,"Europe"
"2808","Switzerland",1880,3083,"Europe"
"2809","Switzerland",1890,2925,"Europe"
"2810","Switzerland",1900,2834,"Europe"
"2811","Switzerland",1913,2704,"Europe"
"2812","Switzerland",1929,2281,"Europe"
"2813","Switzerland",1938,2085,"Europe"
"2814","Switzerland",1950,2039.9952,"Europe"
"2815","Switzerland",1951,2032.3508,"Europe"
"2816","Switzerland",1952,2024.7351,"Europe"
"2817","Switzerland",1953,2017.1479,"Europe"
"2818","Switzerland",1954,2009.5891,"Europe"
"2819","Switzerland",1955,2002.0587,"Europe"
"2820","Switzerland",1956,1994.5564,"Europe"
"2821","Switzerland",1957,1987.0823,"Europe"
"2822","Switzerland",1958,1979.6362,"Europe"
"2823","Switzerland",1959,1972.218,"Europe"
"2824","Switzerland",1960,1964.8275,"Europe"
"2825","Switzerland",1961,1967.6351,"Europe"
"2826","Switzerland",1962,1970.4468,"Europe"
"2827","Switzerland",1963,1973.2623,"Europe"
"2828","Switzerland",1964,1976.082,"Europe"
"2829","Switzerland",1965,1978.9056,"Europe"
"2830","Switzerland",1966,1981.7334,"Europe"
"2831","Switzerland",1967,1984.5652,"Europe"
"2832","Switzerland",1968,1987.401,"Europe"
"2833","Switzerland",1969,1990.2408,"Europe"
"2834","Switzerland",1970,1993.0847,"Europe"
"2835","Switzerland",1971,1982.7787,"Europe"
"2836","Switzerland",1972,1958.4653,"Europe"
"2837","Switzerland",1973,1931.6665,"Europe"
"2838","Switzerland",1974,1902.8224,"Europe"
"2839","Switzerland",1975,1894.04,"Europe"
"2840","Switzerland",1976,1890.9156,"Europe"
"2841","Switzerland",1977,1863.4858,"Europe"
"2842","Switzerland",1978,1849.0386,"Europe"
"2843","Switzerland",1979,1836.3763,"Europe"
"2844","Switzerland",1980,1821.8396,"Europe"
"2845","Switzerland",1981,1802.5231,"Europe"
"2846","Switzerland",1982,1791.4211,"Europe"
"2847","Switzerland",1983,1776.668,"Europe"
"2848","Switzerland",1984,1757.5706,"Europe"
"2849","Switzerland",1985,1751.3289,"Europe"
"2850","Switzerland",1986,1742.7521,"Europe"
"2851","Switzerland",1987,1741.4824,"Europe"
"2852","Switzerland",1988,1740.955,"Europe"
"2853","Switzerland",1989,1725.7891,"Europe"
"2854","Switzerland",1990,1716.2208,"Europe"
"2855","Switzerland",1991,1713.7753,"Europe"
"2856","Switzerland",1992,1723.1902,"Europe"
"2857","Switzerland",1993,1719.4904,"Europe"
"2858","Switzerland",1994,1741.3113,"Europe"
"2859","Switzerland",1995,1720.2662,"Europe"
"2860","Switzerland",1996,1696.8719,"Europe"
"2861","Switzerland",1997,1687.4536,"Europe"
"2862","Switzerland",1998,1695.5345,"Europe"
"2863","Switzerland",1999,1717.401,"Europe"
"2864","Switzerland",2000,1712.743,"Europe"
"2865","Switzerland",2001,1672.8507,"Europe"
"2866","Switzerland",2002,1651.2583,"Europe"
"2867","Switzerland",2003,1664.5405,"Europe"
"2868","Switzerland",2004,1694.9532,"Europe"
"2869","Switzerland",2005,1689.9702,"Europe"
"2870","Switzerland",2006,1679.2384,"Europe"
"2871","Switzerland",2007,1668.87,"Europe"
"2872","Switzerland",2008,1659.459,"Europe"
"2873","Switzerland",2009,1650.7788,"Europe"
"2874","Switzerland",2010,1624.3464,"Europe"
"2875","Switzerland",2011,1619.3169,"Europe"
"2876","Switzerland",2012,1603.2313,"Europe"
"2877","Switzerland",2013,1582.8923,"Europe"
"2878","Switzerland",2014,1575.3215,"Europe"
"2879","Switzerland",2015,1589.4751,"Europe"
"2880","Switzerland",2016,1589.6758,"Europe"
"2881","Switzerland",2017,1589.6758,"Europe"
"2882","Thailand",1970,2455.3882,"Asia"
"2883","Thailand",1971,2455.3594,"Asia"
"2884","Thailand",1972,2352.2505,"Asia"
"2885","Thailand",1973,2471.6731,"Asia"
"2886","Thailand",1974,2489.0171,"Asia"
"2887","Thailand",1975,2461.7449,"Asia"
"2888","Thailand",1976,2457.4976,"Asia"
"2889","Thailand",1977,2453.686,"Asia"
"2890","Thailand",1978,2528.9993,"Asia"
"2891","Thailand",1979,2619.8672,"Asia"
"2892","Thailand",1980,2710.0938,"Asia"
"2893","Thailand",1981,2632.8503,"Asia"
"2894","Thailand",1982,2348.6577,"Asia"
"2895","Thailand",1983,2682.0732,"Asia"
"2896","Thailand",1984,2700.7273,"Asia"
"2897","Thailand",1985,2672.2749,"Asia"
"2898","Thailand",1986,2671.416,"Asia"
"2899","Thailand",1987,2625.6653,"Asia"
"2900","Thailand",1988,2648.564,"Asia"
"2901","Thailand",1989,2715.4182,"Asia"
"2902","Thailand",1990,2579.7546,"Asia"
"2903","Thailand",1991,2627.6155,"Asia"
"2904","Thailand",1992,2643.4509,"Asia"
"2905","Thailand",1993,2564.5964,"Asia"
"2906","Thailand",1994,2614.2803,"Asia"
"2907","Thailand",1995,2609.0884,"Asia"
"2908","Thailand",1996,2555.252,"Asia"
"2909","Thailand",1997,2485.231,"Asia"
"2910","Thailand",1998,2533.8186,"Asia"
"2911","Thailand",1999,2498.4678,"Asia"
"2912","Thailand",2000,2502.5249,"Asia"
"2913","Thailand",2001,2404.644,"Asia"
"2914","Thailand",2002,2393.9397,"Asia"
"2915","Thailand",2003,2383.6968,"Asia"
"2916","Thailand",2004,2389.0415,"Asia"
"2917","Thailand",2005,2337.9712,"Asia"
"2918","Thailand",2006,2325.6384,"Asia"
"2919","Thailand",2007,2329.801,"Asia"
"2920","Thailand",2008,2342.0806,"Asia"
"2921","Thailand",2009,2354.0847,"Asia"
"2922","Thailand",2010,2349.2905,"Asia"
"2923","Thailand",2011,2357.5569,"Asia"
"2924","Thailand",2012,2312.438,"Asia"
"2925","Thailand",2013,2273.4939,"Asia"
"2926","Thailand",2014,2247.321,"Asia"
"2927","Thailand",2015,2185.4456,"Asia"
"2928","Thailand",2016,2185.4456,"Asia"
"2929","Thailand",2017,2185.4456,"Asia"
"2930","Trinidad and Tobago",1991,1585.0601,"North America"
"2931","Trinidad and Tobago",1992,1564.7506,"North America"
"2932","Trinidad and Tobago",1993,1580.2424,"North America"
"2933","Trinidad and Tobago",1994,1591.5376,"North America"
"2934","Trinidad and Tobago",1995,1602.2916,"North America"
"2935","Trinidad and Tobago",1996,1618.5393,"North America"
"2936","Trinidad and Tobago",1997,1627.1366,"North America"
"2937","Trinidad and Tobago",1998,1630.5153,"North America"
"2938","Trinidad and Tobago",1999,1636.525,"North America"
"2939","Trinidad and Tobago",2000,1663.8954,"North America"
"2940","Trinidad and Tobago",2001,1668.0447,"North America"
"2941","Trinidad and Tobago",2002,1634.8004,"North America"
"2942","Turkey",1970,2086,"Asia"
"2943","Turkey",1971,2077,"Asia"
"2944","Turkey",1972,2069,"Asia"
"2945","Turkey",1973,2060,"Asia"
"2946","Turkey",1974,2044,"Asia"
"2947","Turkey",1975,2028,"Asia"
"2948","Turkey",1976,2012,"Asia"
"2949","Turkey",1977,1996,"Asia"
"2950","Turkey",1978,1980,"Asia"
"2951","Turkey",1979,1964,"Asia"
"2952","Turkey",1980,1957,"Asia"
"2953","Turkey",1981,1950,"Asia"
"2954","Turkey",1982,1943,"Asia"
"2955","Turkey",1983,1935,"Asia"
"2956","Turkey",1984,1871,"Asia"
"2957","Turkey",1985,1898,"Asia"
"2958","Turkey",1986,1883,"Asia"
"2959","Turkey",1987,1844,"Asia"
"2960","Turkey",1988,1837,"Asia"
"2961","Turkey",1989,1867,"Asia"
"2962","Turkey",1990,1866,"Asia"
"2963","Turkey",1991,1870,"Asia"
"2964","Turkey",1992,1897,"Asia"
"2965","Turkey",1993,1917,"Asia"
"2966","Turkey",1994,1886,"Asia"
"2967","Turkey",1995,1876,"Asia"
"2968","Turkey",1996,1892,"Asia"
"2969","Turkey",1997,1878,"Asia"
"2970","Turkey",1998,1884,"Asia"
"2971","Turkey",1999,1925,"Asia"
"2972","Turkey",2000,1937,"Asia"
"2973","Turkey",2001,1942,"Asia"
"2974","Turkey",2002,1943,"Asia"
"2975","Turkey",2003,1943,"Asia"
"2976","Turkey",2004,1918,"Asia"
"2977","Turkey",2005,1936,"Asia"
"2978","Turkey",2006,1944,"Asia"
"2979","Turkey",2007,1911,"Asia"
"2980","Turkey",2008,1900,"Asia"
"2981","Turkey",2009,1881,"Asia"
"2982","Turkey",2010,1877,"Asia"
"2983","Turkey",2011,1864,"Asia"
"2984","Turkey",2012,1855,"Asia"
"2985","Turkey",2013,1832,"Asia"
"2986","Turkey",2014,1832,"Asia"
"2987","Turkey",2015,1832,"Asia"
"2988","Turkey",2016,1832,"Asia"
"2989","Turkey",2017,1832,"Asia"
"2990","United Kingdom",1870,2755,"Europe"
"2991","United Kingdom",1880,2740,"Europe"
"2992","United Kingdom",1890,2669,"Europe"
"2993","United Kingdom",1900,2656,"Europe"
"2994","United Kingdom",1913,2656,"Europe"
"2995","United Kingdom",1929,2257,"Europe"
"2996","United Kingdom",1938,2200,"Europe"
"2997","United Kingdom",1950,2183.9436,"Europe"
"2998","United Kingdom",1951,2192.6638,"Europe"
"2999","United Kingdom",1952,2160.8586,"Europe"
"3000","United Kingdom",1953,2164.7798,"Europe"
